checkpoint_mode,target_family,target,parameter_group,parameter_group_base,parameter_tensor_count,requires_grad_tensor_count,classification,connected_tensor_count,unused_tensor_count,finite_gradient_tensor_count,nonzero_gradient_tensor_count,gradient_l1_norm,gradient_l2_norm,maximum_absolute_gradient
frame_local_only,order,order/00100000000000-01000000000000/delta_top1_runner_up_margin,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-01000000000000/delta_top1_runner_up_margin,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-01000000000000/delta_top1_runner_up_margin,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-01000000000000/delta_top1_runner_up_margin,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-01000000000000/delta_top1_runner_up_margin,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-01000000000000/delta_top1_runner_up_margin,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-01000000000000/delta_top1_runner_up_margin,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_support,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_support,joint:frame_branch,frame_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_support,joint:predicate_branch,predicate_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_support,joint:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_support,joint:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_support,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_ZERO_AT_OBSERVED_BATCH,2,0,2,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_support,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_support,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_support,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_support,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_support,frame_local_only:frame_branch,frame_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_support,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_support,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_support,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_support,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_support,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_support,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_support,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_not_entitled,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_not_entitled,joint:frame_branch,frame_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_not_entitled,joint:predicate_branch,predicate_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_not_entitled,joint:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_not_entitled,joint:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_not_entitled,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_ZERO_AT_OBSERVED_BATCH,2,0,2,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_not_entitled,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_not_entitled,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_not_entitled,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_not_entitled,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_not_entitled,frame_local_only:frame_branch,frame_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_not_entitled,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_not_entitled,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_not_entitled,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_not_entitled,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_not_entitled,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_not_entitled,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_not_entitled,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_refute,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_refute,joint:frame_branch,frame_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_refute,joint:predicate_branch,predicate_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_refute,joint:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_refute,joint:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_refute,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_ZERO_AT_OBSERVED_BATCH,2,0,2,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_refute,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_refute,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_score_refute,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_refute,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_refute,frame_local_only:frame_branch,frame_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_refute,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_refute,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_refute,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_refute,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_refute,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_refute,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_score_refute,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_support_minus_not_entitled,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_support_minus_not_entitled,joint:frame_branch,frame_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_support_minus_not_entitled,joint:predicate_branch,predicate_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_support_minus_not_entitled,joint:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_support_minus_not_entitled,joint:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_support_minus_not_entitled,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_ZERO_AT_OBSERVED_BATCH,2,0,2,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_support_minus_not_entitled,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_support_minus_not_entitled,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_support_minus_not_entitled,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_support_minus_not_entitled,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_support_minus_not_entitled,frame_local_only:frame_branch,frame_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_support_minus_not_entitled,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_support_minus_not_entitled,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_support_minus_not_entitled,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_support_minus_not_entitled,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_support_minus_not_entitled,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_support_minus_not_entitled,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_support_minus_not_entitled,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_support_minus_refute,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_support_minus_refute,joint:frame_branch,frame_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_support_minus_refute,joint:predicate_branch,predicate_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_support_minus_refute,joint:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_support_minus_refute,joint:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_support_minus_refute,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_ZERO_AT_OBSERVED_BATCH,2,0,2,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_support_minus_refute,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_support_minus_refute,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_support_minus_refute,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_support_minus_refute,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_support_minus_refute,frame_local_only:frame_branch,frame_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_support_minus_refute,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_support_minus_refute,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_support_minus_refute,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_support_minus_refute,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_support_minus_refute,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_support_minus_refute,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_support_minus_refute,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_refute_minus_not_entitled,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_refute_minus_not_entitled,joint:frame_branch,frame_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_refute_minus_not_entitled,joint:predicate_branch,predicate_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_refute_minus_not_entitled,joint:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_refute_minus_not_entitled,joint:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_refute_minus_not_entitled,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_ZERO_AT_OBSERVED_BATCH,2,0,2,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_refute_minus_not_entitled,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_refute_minus_not_entitled,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_refute_minus_not_entitled,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_refute_minus_not_entitled,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_refute_minus_not_entitled,frame_local_only:frame_branch,frame_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_refute_minus_not_entitled,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_refute_minus_not_entitled,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_refute_minus_not_entitled,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_refute_minus_not_entitled,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_refute_minus_not_entitled,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_refute_minus_not_entitled,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_refute_minus_not_entitled,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_top1_runner_up_margin,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_top1_runner_up_margin,joint:frame_branch,frame_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_top1_runner_up_margin,joint:predicate_branch,predicate_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_top1_runner_up_margin,joint:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_top1_runner_up_margin,joint:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_top1_runner_up_margin,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_ZERO_AT_OBSERVED_BATCH,2,0,2,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_top1_runner_up_margin,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_top1_runner_up_margin,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-10000000000000/delta_top1_runner_up_margin,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_top1_runner_up_margin,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_top1_runner_up_margin,frame_local_only:frame_branch,frame_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_top1_runner_up_margin,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_top1_runner_up_margin,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_top1_runner_up_margin,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_top1_runner_up_margin,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_top1_runner_up_margin,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_top1_runner_up_margin,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-10000000000000/delta_top1_runner_up_margin,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/01000000000000-10000000000000/delta_score_support,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/01000000000000-10000000000000/delta_score_support,joint:frame_branch,frame_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
joint,order,order/01000000000000-10000000000000/delta_score_support,joint:predicate_branch,predicate_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
joint,order,order/01000000000000-10000000000000/delta_score_support,joint:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
joint,order,order/01000000000000-10000000000000/delta_score_support,joint:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
joint,order,order/01000000000000-10000000000000/delta_score_support,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_ZERO_AT_OBSERVED_BATCH,2,0,2,0,0.0,0.0,0.0
joint,order,order/01000000000000-10000000000000/delta_score_support,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,order,order/01000000000000-10000000000000/delta_score_support,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/01000000000000-10000000000000/delta_score_support,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/01000000000000-10000000000000/delta_score_support,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/01000000000000-10000000000000/delta_score_support,frame_local_only:frame_branch,frame_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
frame_local_only,order,order/01000000000000-10000000000000/delta_score_support,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
frame_local_only,order,order/01000000000000-10000000000000/delta_score_support,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
