feature_family,feature_subset_mask,feature_subset_size,feature_subset_members,row_count,signature_count,feasible,inclusion_minimal_feasible,mixed_role_signature_count,cross_seed_signature_count,seed184_to_seed185_seen,seed184_to_seed185_unseen,seed184_to_seed185_incompatible,seed184_to_seed185_full_pass,seed185_to_seed184_seen,seed185_to_seed184_unseen,seed185_to_seed184_incompatible,seed185_to_seed184_full_pass,pooled_full_pass,bidirectional_cross_seed_full_pass
paired_delta,0100101010,4,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0100101011,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0100101100,4,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0100101101,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0100101110,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0100101111,6,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0100110000,3,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE""]",16,6,true,false,2,1,2,3,0,false,1,10,0,false,true,false
paired_delta,0100110001,4,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,6,true,false,2,1,2,3,0,false,1,10,0,false,true,false
paired_delta,0100110010,4,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE""]",16,6,true,false,2,1,2,3,0,false,1,10,0,false,true,false
paired_delta,0100110011,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,6,true,false,2,1,2,3,0,false,1,10,0,false,true,false
paired_delta,0100110100,4,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0100110101,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0100110110,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0100110111,6,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0100111000,4,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0100111001,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0100111010,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0100111011,6,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0100111100,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0100111101,6,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0100111110,6,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0100111111,7,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101000000,2,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE""]",16,6,true,false,1,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101000001,3,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,6,true,false,1,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101000010,3,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE""]",16,6,true,false,1,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101000011,4,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,6,true,false,1,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101000100,3,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE""]",16,7,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101000101,4,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,7,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101000110,4,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE""]",16,7,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101000111,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,7,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101001000,3,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE""]",16,7,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101001001,4,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,7,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101001010,4,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE""]",16,7,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101001011,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,7,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101001100,4,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE""]",16,7,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101001101,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,7,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101001110,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE""]",16,7,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101001111,6,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,7,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101010000,3,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE""]",16,6,true,false,1,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101010001,4,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,6,true,false,1,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101010010,4,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE""]",16,6,true,false,1,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101010011,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,6,true,false,1,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101010100,4,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE""]",16,7,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101010101,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,7,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101010110,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE""]",16,7,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101010111,6,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,7,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101011000,4,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE""]",16,7,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101011001,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,7,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101011010,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE""]",16,7,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101011011,6,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,7,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101011100,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE""]",16,7,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101011101,6,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,7,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101011110,6,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE""]",16,7,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101011111,7,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,7,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101100000,3,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE""]",16,7,true,false,1,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101100001,4,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,7,true,false,1,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101100010,4,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE""]",16,7,true,false,1,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101100011,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,7,true,false,1,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101100100,4,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101100101,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101100110,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101100111,6,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101101000,4,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101101001,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101101010,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101101011,6,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101101100,5,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101101101,6,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101101110,6,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101101111,7,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_HEAD_MARGIN_SIGN_SEQUENCE"",""DELTA_FINAL_MARGIN_SIGN_SEQUENCE"",""PREDICATE_MISMATCH_CHANGE_SEQUENCE"",""TEMPORAL_MISMATCH_CHANGE_SEQUENCE""]",16,8,true,false,0,0,0,5,0,false,0,11,0,false,true,false
paired_delta,0101110000,4,"[""DELTA_PREDICATE_SIGN_SEQUENCE"",""DELTA_POSITIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_NEGATIVE_ENERGY_SIGN_SEQUENCE"",""DELTA_ENTITLEMENT_SIGN_SEQUENCE""]",16,7,true,false,1,0,0,5,0,false,0,11,0,false,true,false
