seed,analysis_view,population,propagation_category,count,denominator,rate,frame_up_count,frame_down_count,frame_fail_to_pass_count,frame_pass_to_fail_count,frame_up_predicate_positive_fraction,frame_up_entitlement_positive_fraction,frame_up_margin_improved_fraction,selected_support_propagation_fraction,tail3_stable_support_propagation_fraction,rescue_count,harm_count,persistent_failure_count,spearman_frame_predicate,spearman_frame_entitlement,spearman_frame_final_margin,sign_concordance_frame_entitlement,sign_concordance_frame_final_margin
183,selected,baseline_defined_stable_correct_support_controls,UNRESOLVED_PROPAGATION,0,23,0.0,23,29,2,22,0.13043478260869565,0.6086956521739131,0.5652173913043478,1.0,,0,29,31,0.7618884999573123,0.9211986681465039,0.9176982839579954,0.8269230769230769,0.8076923076923077
183,selected,intervention_induced_harm,FRAME_REMAINS_SUBTHRESHOLD,0,1,0.0,1,28,0,22,1.0,1.0,1.0,1.0,,0,29,31,0.25566502463054186,0.7093596059113301,0.7068965517241379,1.0,1.0
183,selected,intervention_induced_harm,PREDICATE_BLOCKED,0,1,0.0,1,28,0,22,1.0,1.0,1.0,1.0,,0,29,31,0.25566502463054186,0.7093596059113301,0.7068965517241379,1.0,1.0
183,selected,intervention_induced_harm,SUFFICIENCY_BLOCKED,0,1,0.0,1,28,0,22,1.0,1.0,1.0,1.0,,0,29,31,0.25566502463054186,0.7093596059113301,0.7068965517241379,1.0,1.0
183,selected,intervention_induced_harm,POLARITY_BLOCKED,0,1,0.0,1,28,0,22,1.0,1.0,1.0,1.0,,0,29,31,0.25566502463054186,0.7093596059113301,0.7068965517241379,1.0,1.0
183,selected,intervention_induced_harm,ENTITLEMENT_AGGREGATION_BLOCKED,0,1,0.0,1,28,0,22,1.0,1.0,1.0,1.0,,0,29,31,0.25566502463054186,0.7093596059113301,0.7068965517241379,1.0,1.0
183,selected,intervention_induced_harm,FINAL_COMPOSITION_BLOCKED,0,1,0.0,1,28,0,22,1.0,1.0,1.0,1.0,,0,29,31,0.25566502463054186,0.7093596059113301,0.7068965517241379,1.0,1.0
183,selected,intervention_induced_harm,MULTI_CHANNEL_DEGRADATION,0,1,0.0,1,28,0,22,1.0,1.0,1.0,1.0,,0,29,31,0.25566502463054186,0.7093596059113301,0.7068965517241379,1.0,1.0
183,selected,intervention_induced_harm,PROPAGATED_TO_SUPPORT,1,1,1.0,1,28,0,22,1.0,1.0,1.0,1.0,,0,29,31,0.25566502463054186,0.7093596059113301,0.7068965517241379,1.0,1.0
183,selected,intervention_induced_harm,UNRESOLVED_PROPAGATION,0,1,0.0,1,28,0,22,1.0,1.0,1.0,1.0,,0,29,31,0.25566502463054186,0.7093596059113301,0.7068965517241379,1.0,1.0
183,selected,rescue_rows,FRAME_REMAINS_SUBTHRESHOLD,0,0,,0,0,0,0,,,,,,0,29,31,,,,,
183,selected,rescue_rows,PREDICATE_BLOCKED,0,0,,0,0,0,0,,,,,,0,29,31,,,,,
183,selected,rescue_rows,SUFFICIENCY_BLOCKED,0,0,,0,0,0,0,,,,,,0,29,31,,,,,
183,selected,rescue_rows,POLARITY_BLOCKED,0,0,,0,0,0,0,,,,,,0,29,31,,,,,
183,selected,rescue_rows,ENTITLEMENT_AGGREGATION_BLOCKED,0,0,,0,0,0,0,,,,,,0,29,31,,,,,
183,selected,rescue_rows,FINAL_COMPOSITION_BLOCKED,0,0,,0,0,0,0,,,,,,0,29,31,,,,,
183,selected,rescue_rows,MULTI_CHANNEL_DEGRADATION,0,0,,0,0,0,0,,,,,,0,29,31,,,,,
183,selected,rescue_rows,PROPAGATED_TO_SUPPORT,0,0,,0,0,0,0,,,,,,0,29,31,,,,,
183,selected,rescue_rows,UNRESOLVED_PROPAGATION,0,0,,0,0,0,0,,,,,,0,29,31,,,,,
183,tail3,all_gold_support,FRAME_REMAINS_SUBTHRESHOLD,9,40,0.225,40,49,7,21,0.5,0.775,0.825,,0.625,0,29,31,0.8757405515832483,0.9607592781750085,0.9607422540006809,0.898876404494382,0.9213483146067416
183,tail3,all_gold_support,PREDICATE_BLOCKED,3,40,0.075,40,49,7,21,0.5,0.775,0.825,,0.625,0,29,31,0.8757405515832483,0.9607592781750085,0.9607422540006809,0.898876404494382,0.9213483146067416
183,tail3,all_gold_support,SUFFICIENCY_BLOCKED,0,40,0.0,40,49,7,21,0.5,0.775,0.825,,0.625,0,29,31,0.8757405515832483,0.9607592781750085,0.9607422540006809,0.898876404494382,0.9213483146067416
183,tail3,all_gold_support,POLARITY_BLOCKED,1,40,0.025,40,49,7,21,0.5,0.775,0.825,,0.625,0,29,31,0.8757405515832483,0.9607592781750085,0.9607422540006809,0.898876404494382,0.9213483146067416
183,tail3,all_gold_support,ENTITLEMENT_AGGREGATION_BLOCKED,1,40,0.025,40,49,7,21,0.5,0.775,0.825,,0.625,0,29,31,0.8757405515832483,0.9607592781750085,0.9607422540006809,0.898876404494382,0.9213483146067416
183,tail3,all_gold_support,FINAL_COMPOSITION_BLOCKED,1,40,0.025,40,49,7,21,0.5,0.775,0.825,,0.625,0,29,31,0.8757405515832483,0.9607592781750085,0.9607422540006809,0.898876404494382,0.9213483146067416
183,tail3,all_gold_support,MULTI_CHANNEL_DEGRADATION,0,40,0.0,40,49,7,21,0.5,0.775,0.825,,0.625,0,29,31,0.8757405515832483,0.9607592781750085,0.9607422540006809,0.898876404494382,0.9213483146067416
183,tail3,all_gold_support,PROPAGATED_TO_SUPPORT,25,40,0.625,40,49,7,21,0.5,0.775,0.825,,0.625,0,29,31,0.8757405515832483,0.9607592781750085,0.9607422540006809,0.898876404494382,0.9213483146067416
183,tail3,all_gold_support,UNRESOLVED_PROPAGATION,0,40,0.0,40,49,7,21,0.5,0.775,0.825,,0.625,0,29,31,0.8757405515832483,0.9607592781750085,0.9607422540006809,0.898876404494382,0.9213483146067416
183,tail3,stage196a_baseline_recurrent,FRAME_REMAINS_SUBTHRESHOLD,5,6,0.8333333333333334,6,16,1,0,0.16666666666666666,0.5,0.8333333333333334,,0.0,0,29,31,0.753811405985319,0.9424054206662902,0.9446640316205533,0.8636363636363636,0.9545454545454546
183,tail3,stage196a_baseline_recurrent,PREDICATE_BLOCKED,1,6,0.16666666666666666,6,16,1,0,0.16666666666666666,0.5,0.8333333333333334,,0.0,0,29,31,0.753811405985319,0.9424054206662902,0.9446640316205533,0.8636363636363636,0.9545454545454546
183,tail3,stage196a_baseline_recurrent,SUFFICIENCY_BLOCKED,0,6,0.0,6,16,1,0,0.16666666666666666,0.5,0.8333333333333334,,0.0,0,29,31,0.753811405985319,0.9424054206662902,0.9446640316205533,0.8636363636363636,0.9545454545454546
183,tail3,stage196a_baseline_recurrent,POLARITY_BLOCKED,0,6,0.0,6,16,1,0,0.16666666666666666,0.5,0.8333333333333334,,0.0,0,29,31,0.753811405985319,0.9424054206662902,0.9446640316205533,0.8636363636363636,0.9545454545454546
183,tail3,stage196a_baseline_recurrent,ENTITLEMENT_AGGREGATION_BLOCKED,0,6,0.0,6,16,1,0,0.16666666666666666,0.5,0.8333333333333334,,0.0,0,29,31,0.753811405985319,0.9424054206662902,0.9446640316205533,0.8636363636363636,0.9545454545454546
183,tail3,stage196a_baseline_recurrent,FINAL_COMPOSITION_BLOCKED,0,6,0.0,6,16,1,0,0.16666666666666666,0.5,0.8333333333333334,,0.0,0,29,31,0.753811405985319,0.9424054206662902,0.9446640316205533,0.8636363636363636,0.9545454545454546
183,tail3,stage196a_baseline_recurrent,MULTI_CHANNEL_DEGRADATION,0,6,0.0,6,16,1,0,0.16666666666666666,0.5,0.8333333333333334,,0.0,0,29,31,0.753811405985319,0.9424054206662902,0.9446640316205533,0.8636363636363636,0.9545454545454546
183,tail3,stage196a_baseline_recurrent,PROPAGATED_TO_SUPPORT,0,6,0.0,6,16,1,0,0.16666666666666666,0.5,0.8333333333333334,,0.0,0,29,31,0.753811405985319,0.9424054206662902,0.9446640316205533,0.8636363636363636,0.9545454545454546
183,tail3,stage196a_baseline_recurrent,UNRESOLVED_PROPAGATION,0,6,0.0,6,16,1,0,0.16666666666666666,0.5,0.8333333333333334,,0.0,0,29,31,0.753811405985319,0.9424054206662902,0.9446640316205533,0.8636363636363636,0.9545454545454546
183,tail3,stage196a_intervention_recurrent,FRAME_REMAINS_SUBTHRESHOLD,4,5,0.8,5,14,1,0,0.2,0.6,0.8,,0.0,0,29,31,0.6964912280701754,0.9175438596491228,0.9210526315789473,0.8947368421052632,0.9473684210526315
183,tail3,stage196a_intervention_recurrent,PREDICATE_BLOCKED,1,5,0.2,5,14,1,0,0.2,0.6,0.8,,0.0,0,29,31,0.6964912280701754,0.9175438596491228,0.9210526315789473,0.8947368421052632,0.9473684210526315
183,tail3,stage196a_intervention_recurrent,SUFFICIENCY_BLOCKED,0,5,0.0,5,14,1,0,0.2,0.6,0.8,,0.0,0,29,31,0.6964912280701754,0.9175438596491228,0.9210526315789473,0.8947368421052632,0.9473684210526315
183,tail3,stage196a_intervention_recurrent,POLARITY_BLOCKED,0,5,0.0,5,14,1,0,0.2,0.6,0.8,,0.0,0,29,31,0.6964912280701754,0.9175438596491228,0.9210526315789473,0.8947368421052632,0.9473684210526315
183,tail3,stage196a_intervention_recurrent,ENTITLEMENT_AGGREGATION_BLOCKED,0,5,0.0,5,14,1,0,0.2,0.6,0.8,,0.0,0,29,31,0.6964912280701754,0.9175438596491228,0.9210526315789473,0.8947368421052632,0.9473684210526315
183,tail3,stage196a_intervention_recurrent,FINAL_COMPOSITION_BLOCKED,0,5,0.0,5,14,1,0,0.2,0.6,0.8,,0.0,0,29,31,0.6964912280701754,0.9175438596491228,0.9210526315789473,0.8947368421052632,0.9473684210526315
