decision,recommended_next_stage,blocking_reasons
STAGE196B2B6P9P3_SEPARATE_OBSERVABILITY_COMPLETE,STAGE196B2B6P9P4_SEPARATE_TEACHER_SUITABILITY_ANALYSIS,[]
