family,metric,repeats,mean,sd_sample,median,q025,q975,min,max
xg2,pearson,1000,0.8632524582103087,0.08003610114595949,0.8755769823009234,0.6706690256914716,0.9737057079601241,0.5189907415320923,0.9937679663863348
xg2,spearman,1000,0.8510787878787879,0.09078480417199421,0.8787878787878788,0.6363636363636364,0.9636363636363636,0.3939393939393939,0.9878787878787879
xg2,mad,1000,0.05845444535996937,0.018671770286578827,0.057330608827711224,0.027104734140082735,0.0997494055003755,0.011410337245969893,0.1347017522410281
xg2,rmse,1000,0.0702539927843503,0.021546210200770983,0.06864010410582612,0.033487399804935314,0.11783554432901777,0.01564479744654069,0.14834559850689075
xg4,pearson,1000,0.6230725166849886,0.17985054767577735,0.6529277396976914,0.2315574957110806,0.8957837221784906,-0.04524090228621586,0.9822460933874049
xg4,spearman,1000,0.6181212121212121,0.1954223247691211,0.6727272727272727,0.11515151515151516,0.8787878787878788,-0.12727272727272726,0.9636363636363636
xg4,mad,1000,0.05853402301549676,0.01810777776654195,0.05695519602913263,0.02873120319115809,0.0981584097614729,0.01584632752167576,0.12764999669258906
xg4,rmse,1000,0.0703702297333969,0.020966338305834463,0.06816598634223836,0.035011664686544736,0.11534356851824915,0.018308607275546084,0.14445405685033383
