schema_version,estimand,n,mean,sample_sd,standard_error,median,minimum,maximum,df,t_statistic,raw_p_value,holm_adjusted_p_value,reject_holm_alpha_0_05,ci95_low,ci95_high,d_z
gen4_r6_primary_confirmatory_results_v1,delta_title,300,-0.004618828506295189,0.06783768116441519,0.003916610348147511,-0.012676862973926797,-0.3135187396158775,0.6067053386941552,299,-1.1792923205852774,0.23921930738175834,0.23921930738175834,False,-0.012326442212584346,0.003088785199993967,-0.06808647387431682
gen4_r6_primary_confirmatory_results_v1,delta_name,300,-0.019670098963779983,0.030397180342840915,0.0017549820253544802,-0.0200499109018387,-0.12498008832335472,0.12120818056994015,299,-11.208148391039456,1.4165100168122468e-24,8.49906010087348e-24,True,-0.023123780160152044,-0.016216417767407922,-0.64710274906839
gen4_r6_primary_confirmatory_results_v1,delta_role,300,0.010517086642794311,0.07834482953912161,0.00452324084240272,-0.01209329580888152,-0.28883619275357986,0.47978377259439886,299,2.325121966578214,0.020734632886988656,0.04146926577397731,True,0.0016156667887003498,0.019418506496888272,0.13424097933026438
gen4_r6_primary_confirmatory_results_v1,delta_predicate,300,0.04420943002363115,0.09516516041814475,0.005494363098488979,0.028725593971709425,-0.14855170829428566,0.6557101793587208,299,8.046324793457737,2.023468937347122e-14,1.0117344686735611e-13,True,0.033396909869495034,0.05502195017776726,0.4645547785489984
gen4_r6_primary_confirmatory_results_v1,interaction_title_name,300,0.00919857732080682,0.036760998761839955,0.0021223972530827794,0.006053760052762095,-0.2777818702678714,0.1258228165614936,299,4.334050709614281,2.0021118820517502e-05,8.008447528207001e-05,True,0.005021848796921713,0.013375305844691926,0.2502265343877293
gen4_r6_primary_confirmatory_results_v1,title_minus_name,300,0.015051270457484793,0.06763194101584123,0.003904731935131282,0.007109404463941852,-0.18853865129252279,0.6197390933521092,299,3.854623238554979,0.00014191065076442054,0.00042573195229326166,True,0.00736703263259169,0.022735508282377897,0.2225467764404304
