schema_version,source_pair_id,endpoint,estimand,contrast_value
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_133,POST4_SPEED,DELTA_TITLE,-0.4411144256591797
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_134,POST4_SPEED,DELTA_TITLE,0.0675816535949707
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_135,POST4_SPEED,DELTA_TITLE,0.14948642253875732
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_136,POST4_SPEED,DELTA_TITLE,-0.36391782760620117
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_137,POST4_SPEED,DELTA_TITLE,0.5259490013122559
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_138,POST4_SPEED,DELTA_TITLE,0.2028350830078125
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_139,POST4_SPEED,DELTA_TITLE,-0.30755090713500977
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_140,POST4_SPEED,DELTA_TITLE,0.10597169399261475
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_141,POST4_SPEED,DELTA_TITLE,-0.2085103988647461
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_142,POST4_SPEED,DELTA_TITLE,-0.24095094203948975
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_143,POST4_SPEED,DELTA_TITLE,0.6175953149795532
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_144,POST4_SPEED,DELTA_TITLE,0.17876958847045898
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_145,POST4_SPEED,DELTA_TITLE,-0.4377286434173584
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_146,POST4_SPEED,DELTA_TITLE,0.06262838840484619
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_147,POST4_SPEED,DELTA_TITLE,0.1525571346282959
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_148,POST4_SPEED,DELTA_TITLE,-0.3660457134246826
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_149,POST4_SPEED,DELTA_TITLE,0.5191237926483154
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_150,POST4_SPEED,DELTA_TITLE,0.19491398334503174
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_151,POST4_SPEED,DELTA_TITLE,-0.3184448480606079
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_152,POST4_SPEED,DELTA_TITLE,0.09223735332489014
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_153,POST4_SPEED,DELTA_TITLE,-0.21747183799743652
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_154,POST4_SPEED,DELTA_TITLE,-0.2427806854248047
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_155,POST4_SPEED,DELTA_TITLE,0.6234652996063232
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_156,POST4_SPEED,DELTA_TITLE,0.1912444829940796
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_157,POST4_SPEED,DELTA_TITLE,-0.431976318359375
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_158,POST4_SPEED,DELTA_TITLE,0.06341671943664551
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_159,POST4_SPEED,DELTA_TITLE,0.15889322757720947
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_160,POST4_SPEED,DELTA_TITLE,-0.3590196371078491
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_161,POST4_SPEED,DELTA_TITLE,0.5239294767379761
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_162,POST4_SPEED,DELTA_TITLE,0.17907452583312988
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_163,POST4_SPEED,DELTA_TITLE,-0.30866825580596924
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_164,POST4_SPEED,DELTA_TITLE,0.08929431438446045
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_165,POST4_SPEED,DELTA_TITLE,-0.20642220973968506
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_166,POST4_SPEED,DELTA_TITLE,-0.23888933658599854
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_167,POST4_SPEED,DELTA_TITLE,0.6084245443344116
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_168,POST4_SPEED,DELTA_TITLE,0.18854761123657227
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_169,POST4_SPEED,DELTA_TITLE,-0.43293046951293945
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_170,POST4_SPEED,DELTA_TITLE,0.05214691162109375
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_171,POST4_SPEED,DELTA_TITLE,0.14704954624176025
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_172,POST4_SPEED,DELTA_TITLE,-0.3645118474960327
