subset,count,rate,median_frame_logit,logit_bootstrap_ci_lower,logit_bootstrap_ci_upper,median_frame_probability,below_zero_logit_count,matched_control_median_logit,median_paired_logit_difference,median_paired_probability_difference,exact_sign_test_p,family_composition,stage176_cohort_composition
compatible_false_negative,13,0.9285714285714286,-0.4341762363910675,-0.5529495477676392,-0.2902115285396576,0.39312952756881714,13,0.12521184980869293,-0.5793783366680145,-0.14384004473686218,0.000244140625,"{""none"": 6, ""paraphrase"": 1, ""polarity_flip"": 6}","{""harmful_regression"": 13}"
