decision,recommended_next_stage,ready_candidate_count,ready_rows,blocking_reasons
STAGE196B2B6P9P1_MULTIPLE_CANDIDATES_READY,STAGE196B2B6P9P2_SEPARATE_OBSERVABILITY_INSTRUMENTATIONS,3,6,[]
