threshold,system,final_accuracy,final_macro_f1,NOT_ENTITLED_f1,REFUTE_f1,SUPPORT_f1,entitled_output_count,entitled_output_gate_violation_rate,entitled_output_gate_violations,polarity_flip_output_ok,polarity_flip_internal_ok,polarity_flip_output_internal_gap,polarity_flip_output_ok_but_internal_bad,paraphrase_preserved,predicate_disentangled,polarity_flip_preserved_and_reversed,deletion_sufficiency_lower,truncation_sufficiency_lower,entity_frame_lower,event_frame_lower,classifier_entitled_count,routed_entitled_count,downgraded_count,downgrade_rate_among_classifier_entitled,downgraded_gold_support_count,support_recall_pre_router,support_recall_post_router,support_recall_drop,support_precision_pre_router,support_precision_post_router,support_precision_gain,false_support_removed_count,false_refute_removed_count,retained_violation_rate,pre_router_candidate_gate_fail_rate,pre_router_candidate_gate_fail_count
0.3,conservative_balanced_router,0.9256410256410257,0.9005086439641413,0.9493891797556719,1.0,0.7521367521367521,234,0.0,0,0.9833333333333333,0.9833333333333333,0.0,0,0.9666666666666667,0.9666666666666667,0.9833333333333333,1.0,1.0,1.0,0.9666666666666667,235,234,1,0.00425531914893617,0,0.9777777777777777,0.9777777777777777,0.0,0.6068965517241379,0.6111111111111112,0.004214559386973238,1,0,0.0,0.00425531914893617,1
0.3,conservative_strict_router,0.9243589743589744,0.89913592864443,0.948471615720524,1.0,0.7489361702127659,235,0.0,0,0.9833333333333333,0.9833333333333333,0.0,0,0.9666666666666667,0.9666666666666667,0.9833333333333333,1.0,1.0,1.0,0.9666666666666667,235,235,0,0.0,0,0.9777777777777777,0.9777777777777777,0.0,0.6068965517241379,0.6068965517241379,0.0,0,0,0.0,0.0,0
0.3,dual_auditor_router,0.9256410256410257,0.9005086439641413,0.9493891797556719,1.0,0.7521367521367521,234,0.0,0,0.9833333333333333,0.9833333333333333,0.0,0,0.9666666666666667,0.9666666666666667,0.9833333333333333,1.0,1.0,1.0,0.9666666666666667,235,234,1,0.00425531914893617,0,0.9777777777777777,0.9777777777777777,0.0,0.6068965517241379,0.6111111111111112,0.004214559386973238,1,0,0.0,0.00425531914893617,1
0.4,conservative_balanced_router,0.9256410256410257,0.9005086439641413,0.9493891797556719,1.0,0.7521367521367521,234,0.0,0,0.9833333333333333,0.9833333333333333,0.0,0,0.9666666666666667,0.9666666666666667,0.9833333333333333,1.0,1.0,1.0,0.9666666666666667,235,234,1,0.00425531914893617,0,0.9777777777777777,0.9777777777777777,0.0,0.6068965517241379,0.6111111111111112,0.004214559386973238,1,0,0.0,0.00425531914893617,1
0.4,conservative_strict_router,0.9243589743589744,0.89913592864443,0.948471615720524,1.0,0.7489361702127659,235,0.0,0,0.9833333333333333,0.9833333333333333,0.0,0,0.9666666666666667,0.9666666666666667,0.9833333333333333,1.0,1.0,1.0,0.9666666666666667,235,235,0,0.0,0,0.9777777777777777,0.9777777777777777,0.0,0.6068965517241379,0.6068965517241379,0.0,0,0,0.0,0.0,0
0.4,dual_auditor_router,0.9256410256410257,0.9005086439641413,0.9493891797556719,1.0,0.7521367521367521,234,0.0,0,0.9833333333333333,0.9833333333333333,0.0,0,0.9666666666666667,0.9666666666666667,0.9833333333333333,1.0,1.0,1.0,0.9666666666666667,235,234,1,0.00425531914893617,0,0.9777777777777777,0.9777777777777777,0.0,0.6068965517241379,0.6111111111111112,0.004214559386973238,1,0,0.0,0.00425531914893617,1
0.5,conservative_balanced_router,0.9256410256410257,0.9005086439641413,0.9493891797556719,1.0,0.7521367521367521,234,0.0,0,0.9833333333333333,0.9833333333333333,0.0,0,0.9666666666666667,0.9666666666666667,0.9833333333333333,1.0,1.0,1.0,0.9666666666666667,235,234,1,0.00425531914893617,0,0.9777777777777777,0.9777777777777777,0.0,0.6068965517241379,0.6111111111111112,0.004214559386973238,1,0,0.0,0.00425531914893617,1
0.5,conservative_strict_router,0.9243589743589744,0.89913592864443,0.948471615720524,1.0,0.7489361702127659,235,0.0,0,0.9833333333333333,0.9833333333333333,0.0,0,0.9666666666666667,0.9666666666666667,0.9833333333333333,1.0,1.0,1.0,0.9666666666666667,235,235,0,0.0,0,0.9777777777777777,0.9777777777777777,0.0,0.6068965517241379,0.6068965517241379,0.0,0,0,0.0,0.0,0
0.5,dual_auditor_router,0.9256410256410257,0.9005086439641413,0.9493891797556719,1.0,0.7521367521367521,234,0.0,0,0.9833333333333333,0.9833333333333333,0.0,0,0.9666666666666667,0.9666666666666667,0.9833333333333333,1.0,1.0,1.0,0.9666666666666667,235,234,1,0.00425531914893617,0,0.9777777777777777,0.9777777777777777,0.0,0.6068965517241379,0.6111111111111112,0.004214559386973238,1,0,0.0,0.00425531914893617,1
0.6,conservative_balanced_router,0.9256410256410257,0.9005086439641413,0.9493891797556719,1.0,0.7521367521367521,234,0.0,0,0.9833333333333333,0.9833333333333333,0.0,0,0.9666666666666667,0.9666666666666667,0.9833333333333333,1.0,1.0,1.0,0.9666666666666667,235,234,1,0.00425531914893617,0,0.9777777777777777,0.9777777777777777,0.0,0.6068965517241379,0.6111111111111112,0.004214559386973238,1,0,0.0,0.00425531914893617,1
0.6,conservative_strict_router,0.926923076923077,0.9018899835734947,0.9503051438535309,1.0,0.7553648068669528,233,0.0,0,0.9833333333333333,0.9833333333333333,0.0,0,0.9666666666666667,0.9833333333333333,0.9833333333333333,1.0,1.0,1.0,0.9833333333333333,235,233,2,0.00851063829787234,0,0.9777777777777777,0.9777777777777777,0.0,0.6068965517241379,0.6153846153846154,0.008488063660477496,2,0,0.0,0.00851063829787234,2
0.6,dual_auditor_router,0.9282051282051282,0.9032800672834315,0.9512195121951219,1.0,0.7586206896551724,232,0.0,0,0.9833333333333333,0.9833333333333333,0.0,0,0.9666666666666667,0.9833333333333333,0.9833333333333333,1.0,1.0,1.0,0.9833333333333333,235,232,3,0.01276595744680851,0,0.9777777777777777,0.9777777777777777,0.0,0.6068965517241379,0.6197183098591549,0.012821758135016958,3,0,0.0,0.01276595744680851,3
0.7,conservative_balanced_router,0.9282051282051282,0.9032800672834315,0.9512195121951219,1.0,0.7586206896551724,232,0.0,0,0.9833333333333333,0.9833333333333333,0.0,0,0.9666666666666667,0.9666666666666667,0.9833333333333333,1.0,1.0,1.0,0.9833333333333333,235,232,3,0.01276595744680851,0,0.9777777777777777,0.9777777777777777,0.0,0.6068965517241379,0.6197183098591549,0.012821758135016958,3,0,0.0,0.01276595744680851,3
0.7,conservative_strict_router,0.9282051282051282,0.9026086956521739,0.951304347826087,1.0,0.7565217391304347,230,0.0,0,0.9833333333333333,0.9833333333333333,0.0,0,0.95,0.9833333333333333,0.9833333333333333,1.0,1.0,1.0,0.9833333333333333,235,230,5,0.02127659574468085,1,0.9777777777777777,0.9666666666666667,0.011111111111111072,0.6068965517241379,0.6214285714285714,0.014532019704433519,4,0,0.0,0.02127659574468085,5
0.7,dual_auditor_router,0.9294871794871795,0.9040135974413742,0.952215464813206,1.0,0.759825327510917,229,0.0,0,0.9833333333333333,0.9833333333333333,0.0,0,0.95,0.9833333333333333,0.9833333333333333,1.0,1.0,1.0,0.9833333333333333,235,229,6,0.02553191489361702,1,0.9777777777777777,0.9666666666666667,0.011111111111111072,0.6068965517241379,0.6258992805755396,0.01900272885140164,5,0,0.0,0.02553191489361702,6
