name,policy_family,policy_scope,target_support_count,min_support_prob,min_margin,max_ne_gap,changed_from_stage92c,accuracy,macro_f1_all3,support_recall,refute_recall,ne_recall,support_f1,refute_f1,ne_f1,support_pred_count,refute_pred_count,ne_pred_count,false_NE_total,false_entitlement_total,polarity_error_total,acc_delta_vs_stage92c,macro_delta_vs_stage92c,support_recall_delta_vs_stage92c,refute_recall_delta_vs_stage92c,false_NE_delta_vs_stage92c,false_entitlement_delta_vs_stage92c,clean_safe,clean_safe_loose,clean_diagnostic_score
Stage92C clean baseline,baseline,stage92c,,,,,0,0.9777777777777777,0.9677765843179378,1.0,1.0,0.9703703703703703,0.9183673469387755,1.0,0.9849624060150376,106,90,524,0,16,0,0.0,0.0,0.0,0.0,0,0,False,False,2.3455543620957156
Stage92C clean_rank_floor target=106 scope=ne_only,clean_rank_floor,ne_only,106.0,,,,0,0.9777777777777777,0.9677765843179378,1.0,1.0,0.9703703703703703,0.9183673469387755,1.0,0.9849624060150376,106,90,524,0,16,0,0.0,0.0,0.0,0.0,0,0,True,True,2.3455543620957156
Stage92C clean_rank_floor target=108 scope=ne_only,clean_rank_floor,ne_only,108.0,,,,2,0.975,0.9640472521828455,1.0,1.0,0.9666666666666667,0.9090909090909091,1.0,0.983050847457627,108,90,522,0,18,0,-0.002777777777777768,-0.0037293321350923003,0.0,0.0,0,2,False,False,2.3346472521828456
Stage92C clean_rank_floor target=110 scope=ne_only,clean_rank_floor,ne_only,110.0,,,,4,0.9722222222222222,0.960377358490566,1.0,1.0,0.9629629629629629,0.9,1.0,0.9811320754716981,110,90,520,0,20,0,-0.005555555555555536,-0.007399225827371736,0.0,0.0,0,4,False,False,2.3237995807127882
Stage92C clean_rank_floor target=112 scope=ne_only,clean_rank_floor,ne_only,112.0,,,,6,0.9694444444444444,0.9567650526867432,1.0,1.0,0.9592592592592593,0.8910891089108911,1.0,0.9792060491493384,112,90,518,0,22,0,-0.008333333333333304,-0.011011531631194615,0.0,0.0,0,6,False,False,2.313009497131188
Stage92C clean_rank_floor target=114 scope=ne_only,clean_rank_floor,ne_only,114.0,,,,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_rank_floor target=116 scope=ne_only,clean_rank_floor,ne_only,116.0,,,,10,0.9638888888888889,0.9497061586927286,1.0,1.0,0.9518518518518518,0.8737864077669902,1.0,0.9753320683111955,116,90,514,0,26,0,-0.01388888888888884,-0.01807042562520922,0.0,0.0,0,10,False,False,2.291595047581618
Stage92C clean_rank_floor target=118 scope=ne_only,clean_rank_floor,ne_only,118.0,,,,12,0.9611111111111111,0.946256215267622,1.0,1.0,0.9481481481481482,0.8653846153846153,1.0,0.973384030418251,118,90,512,0,28,0,-0.016666666666666607,-0.021520369050315735,0.0,0.0,0,12,False,False,2.280967326378733
Stage92C clean_rank_floor target=122 scope=ne_only,clean_rank_floor,ne_only,122.0,,,,16,0.9555555555555556,0.9395074175428489,1.0,1.0,0.9407407407407408,0.8490566037735848,1.0,0.9694656488549619,122,90,508,0,32,0,-0.022222222222222143,-0.02826916677508884,0.0,0.0,0,16,False,False,2.2598629730984046
Stage92C clean_rank_floor target=126 scope=ne_only,clean_rank_floor,ne_only,126.0,,,,20,0.95,0.9329501915708812,1.0,1.0,0.9333333333333333,0.8333333333333333,1.0,0.9655172413793104,126,90,504,0,36,0,-0.02777777777777779,-0.03482639274705657,0.0,0.0,0,20,False,False,2.238950191570881
Stage92C clean_rank_floor target=106 scope=all_non_support,clean_rank_floor,all_non_support,106.0,,,,0,0.9777777777777777,0.9677765843179378,1.0,1.0,0.9703703703703703,0.9183673469387755,1.0,0.9849624060150376,106,90,524,0,16,0,0.0,0.0,0.0,0.0,0,0,True,True,2.3455543620957156
Stage92C clean_rank_floor target=108 scope=all_non_support,clean_rank_floor,all_non_support,108.0,,,,2,0.975,0.9640472521828455,1.0,1.0,0.9666666666666667,0.9090909090909091,1.0,0.983050847457627,108,90,522,0,18,0,-0.002777777777777768,-0.0037293321350923003,0.0,0.0,0,2,False,False,2.3346472521828456
Stage92C clean_rank_floor target=110 scope=all_non_support,clean_rank_floor,all_non_support,110.0,,,,4,0.9722222222222222,0.960377358490566,1.0,1.0,0.9629629629629629,0.9,1.0,0.9811320754716981,110,90,520,0,20,0,-0.005555555555555536,-0.007399225827371736,0.0,0.0,0,4,False,False,2.3237995807127882
Stage92C clean_rank_floor target=112 scope=all_non_support,clean_rank_floor,all_non_support,112.0,,,,6,0.9694444444444444,0.9567650526867432,1.0,1.0,0.9592592592592593,0.8910891089108911,1.0,0.9792060491493384,112,90,518,0,22,0,-0.008333333333333304,-0.011011531631194615,0.0,0.0,0,6,False,False,2.313009497131188
Stage92C clean_rank_floor target=114 scope=all_non_support,clean_rank_floor,all_non_support,114.0,,,,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_rank_floor target=116 scope=all_non_support,clean_rank_floor,all_non_support,116.0,,,,10,0.9638888888888889,0.9497061586927286,1.0,1.0,0.9518518518518518,0.8737864077669902,1.0,0.9753320683111955,116,90,514,0,26,0,-0.01388888888888884,-0.01807042562520922,0.0,0.0,0,10,False,False,2.291595047581618
Stage92C clean_rank_floor target=118 scope=all_non_support,clean_rank_floor,all_non_support,118.0,,,,12,0.9611111111111111,0.946256215267622,1.0,1.0,0.9481481481481482,0.8653846153846153,1.0,0.973384030418251,118,90,512,0,28,0,-0.016666666666666607,-0.021520369050315735,0.0,0.0,0,12,False,False,2.280967326378733
Stage92C clean_rank_floor target=122 scope=all_non_support,clean_rank_floor,all_non_support,122.0,,,,16,0.9555555555555556,0.9395074175428489,1.0,1.0,0.9407407407407408,0.8490566037735848,1.0,0.9694656488549619,122,90,508,0,32,0,-0.022222222222222143,-0.02826916677508884,0.0,0.0,0,16,False,False,2.2598629730984046
Stage92C clean_rank_floor target=126 scope=all_non_support,clean_rank_floor,all_non_support,126.0,,,,20,0.95,0.9329501915708812,1.0,1.0,0.9333333333333333,0.8333333333333333,1.0,0.9655172413793104,126,90,504,0,36,0,-0.02777777777777779,-0.03482639274705657,0.0,0.0,0,20,False,False,2.238950191570881
Stage92C clean_rank_floor target=106 scope=refute_only,clean_rank_floor,refute_only,106.0,,,,0,0.9777777777777777,0.9677765843179378,1.0,1.0,0.9703703703703703,0.9183673469387755,1.0,0.9849624060150376,106,90,524,0,16,0,0.0,0.0,0.0,0.0,0,0,True,True,2.3455543620957156
Stage92C clean_rank_floor target=108 scope=refute_only,clean_rank_floor,refute_only,108.0,,,,2,0.975,0.960939120016589,1.0,0.9777777777777777,0.9703703703703703,0.9090909090909091,0.9887640449438202,0.9849624060150376,108,88,524,0,16,2,-0.002777777777777768,-0.006837464301348795,0.0,-0.022222222222222254,0,0,False,False,2.3322057866832555
Stage92C clean_rank_floor target=110 scope=refute_only,clean_rank_floor,refute_only,110.0,,,,4,0.9722222222222222,0.9540783777625883,1.0,0.9555555555555556,0.9703703703703703,0.9,0.9772727272727273,0.9849624060150376,110,86,524,0,16,4,-0.005555555555555536,-0.01369820655534948,0.0,-0.0444444444444444,0,0,False,False,2.3188339333181442
Stage92C clean_rank_floor target=112 scope=refute_only,clean_rank_floor,refute_only,112.0,,,,6,0.9694444444444444,0.9471895854350797,1.0,0.9333333333333333,0.9703703703703703,0.8910891089108911,0.9655172413793104,0.9849624060150376,112,84,524,0,16,6,-0.008333333333333304,-0.020586998882858087,0.0,-0.06666666666666665,0,0,False,False,2.305434029879524
Stage92C clean_rank_floor target=114 scope=refute_only,clean_rank_floor,refute_only,114.0,,,,8,0.9666666666666667,0.940267906428177,1.0,0.9111111111111111,0.9703703703703703,0.8823529411764706,0.9534883720930233,0.9849624060150376,114,82,524,0,16,8,-0.011111111111111072,-0.027508677889760746,0.0,-0.0888888888888889,0,0,False,False,2.2920012397615106
Stage92C clean_rank_floor target=116 scope=refute_only,clean_rank_floor,refute_only,116.0,,,,10,0.9638888888888889,0.9333084281234211,1.0,0.8888888888888888,0.9703703703703703,0.8737864077669902,0.9411764705882353,0.9849624060150376,116,80,524,0,16,10,-0.01388888888888884,-0.03446815619451671,0.0,-0.11111111111111116,0,0,False,False,2.2785306503456435
Stage92C clean_rank_floor target=118 scope=refute_only,clean_rank_floor,refute_only,118.0,,,,12,0.9611111111111111,0.9263061499903605,1.0,0.8666666666666667,0.9703703703703703,0.8653846153846153,0.9285714285714286,0.9849624060150376,118,78,524,0,16,12,-0.016666666666666607,-0.041470434327577244,0.0,-0.1333333333333333,0,0,False,False,2.2650172611014714
Stage92C clean_rank_floor target=122 scope=refute_only,clean_rank_floor,refute_only,122.0,,,,16,0.9555555555555556,0.9121526780596221,1.0,0.8222222222222222,0.9703703703703703,0.8490566037735848,0.9024390243902439,0.9849624060150376,122,74,524,0,16,16,-0.022222222222222143,-0.0556239062583157,0.0,-0.1777777777777778,0,0,False,False,2.237841566948511
Stage92C clean_rank_floor target=126 scope=refute_only,clean_rank_floor,refute_only,126.0,,,,20,0.95,0.897765246449457,1.0,0.7777777777777778,0.9703703703703703,0.8333333333333333,0.8750000000000001,0.9849624060150376,126,70,524,0,16,20,-0.02777777777777779,-0.0700113378684808,0.0,-0.2222222222222222,0,0,False,False,2.210431913116124
Stage92C clean_threshold min_p=0.15 min_margin=-0.45 max_gap=0.1 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.45,0.1,2,0.975,0.9640472521828455,1.0,1.0,0.9666666666666667,0.9090909090909091,1.0,0.983050847457627,108,90,522,0,18,0,-0.002777777777777768,-0.0037293321350923003,0.0,0.0,0,2,False,False,2.3346472521828456
Stage92C clean_threshold min_p=0.15 min_margin=-0.45 max_gap=0.15 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.45,0.15,4,0.9722222222222222,0.960377358490566,1.0,1.0,0.9629629629629629,0.9,1.0,0.9811320754716981,110,90,520,0,20,0,-0.005555555555555536,-0.007399225827371736,0.0,0.0,0,4,False,False,2.3237995807127882
Stage92C clean_threshold min_p=0.15 min_margin=-0.45 max_gap=0.2 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.45,0.2,6,0.9694444444444444,0.9567650526867432,1.0,1.0,0.9592592592592593,0.8910891089108911,1.0,0.9792060491493384,112,90,518,0,22,0,-0.008333333333333304,-0.011011531631194615,0.0,0.0,0,6,False,False,2.313009497131188
Stage92C clean_threshold min_p=0.15 min_margin=-0.45 max_gap=0.25 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.45,0.25,7,0.9680555555555556,0.9549799367109255,1.0,1.0,0.9574074074074074,0.8866995073891626,1.0,0.9782403027436141,113,90,517,0,23,0,-0.009722222222222188,-0.012796647607012268,0.0,0.0,0,7,False,False,2.3076354922664812
Stage92C clean_threshold min_p=0.15 min_margin=-0.45 max_gap=0.3 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.45,0.3,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_threshold min_p=0.15 min_margin=-0.45 max_gap=0.35 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.45,0.35,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_threshold min_p=0.15 min_margin=-0.45 max_gap=0.4 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.45,0.4,10,0.9638888888888889,0.9497061586927286,1.0,1.0,0.9518518518518518,0.8737864077669902,1.0,0.9753320683111955,116,90,514,0,26,0,-0.01388888888888884,-0.01807042562520922,0.0,0.0,0,10,False,False,2.291595047581618
Stage92C clean_threshold min_p=0.15 min_margin=-0.45 max_gap=0.5 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.45,0.5,18,0.9527777777777777,0.9362055717374599,1.0,1.0,0.937037037037037,0.8411214953271028,1.0,0.9674952198852772,124,90,506,0,34,0,-0.025000000000000022,-0.0315710125804779,0.0,0.0,0,18,False,False,2.2493833495152376
Stage92C clean_threshold min_p=0.15 min_margin=-0.4 max_gap=0.1 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.4,0.1,2,0.975,0.9640472521828455,1.0,1.0,0.9666666666666667,0.9090909090909091,1.0,0.983050847457627,108,90,522,0,18,0,-0.002777777777777768,-0.0037293321350923003,0.0,0.0,0,2,False,False,2.3346472521828456
Stage92C clean_threshold min_p=0.15 min_margin=-0.4 max_gap=0.15 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.4,0.15,4,0.9722222222222222,0.960377358490566,1.0,1.0,0.9629629629629629,0.9,1.0,0.9811320754716981,110,90,520,0,20,0,-0.005555555555555536,-0.007399225827371736,0.0,0.0,0,4,False,False,2.3237995807127882
Stage92C clean_threshold min_p=0.15 min_margin=-0.4 max_gap=0.2 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.4,0.2,6,0.9694444444444444,0.9567650526867432,1.0,1.0,0.9592592592592593,0.8910891089108911,1.0,0.9792060491493384,112,90,518,0,22,0,-0.008333333333333304,-0.011011531631194615,0.0,0.0,0,6,False,False,2.313009497131188
Stage92C clean_threshold min_p=0.15 min_margin=-0.4 max_gap=0.25 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.4,0.25,7,0.9680555555555556,0.9549799367109255,1.0,1.0,0.9574074074074074,0.8866995073891626,1.0,0.9782403027436141,113,90,517,0,23,0,-0.009722222222222188,-0.012796647607012268,0.0,0.0,0,7,False,False,2.3076354922664812
Stage92C clean_threshold min_p=0.15 min_margin=-0.4 max_gap=0.3 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.4,0.3,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_threshold min_p=0.15 min_margin=-0.4 max_gap=0.35 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.4,0.35,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_threshold min_p=0.15 min_margin=-0.4 max_gap=0.4 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.4,0.4,10,0.9638888888888889,0.9497061586927286,1.0,1.0,0.9518518518518518,0.8737864077669902,1.0,0.9753320683111955,116,90,514,0,26,0,-0.01388888888888884,-0.01807042562520922,0.0,0.0,0,10,False,False,2.291595047581618
Stage92C clean_threshold min_p=0.15 min_margin=-0.4 max_gap=0.5 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.4,0.5,10,0.9638888888888889,0.9497061586927286,1.0,1.0,0.9518518518518518,0.8737864077669902,1.0,0.9753320683111955,116,90,514,0,26,0,-0.01388888888888884,-0.01807042562520922,0.0,0.0,0,10,False,False,2.291595047581618
Stage92C clean_threshold min_p=0.15 min_margin=-0.35 max_gap=0.1 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.35,0.1,2,0.975,0.9640472521828455,1.0,1.0,0.9666666666666667,0.9090909090909091,1.0,0.983050847457627,108,90,522,0,18,0,-0.002777777777777768,-0.0037293321350923003,0.0,0.0,0,2,False,False,2.3346472521828456
Stage92C clean_threshold min_p=0.15 min_margin=-0.35 max_gap=0.15 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.35,0.15,4,0.9722222222222222,0.960377358490566,1.0,1.0,0.9629629629629629,0.9,1.0,0.9811320754716981,110,90,520,0,20,0,-0.005555555555555536,-0.007399225827371736,0.0,0.0,0,4,False,False,2.3237995807127882
Stage92C clean_threshold min_p=0.15 min_margin=-0.35 max_gap=0.2 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.35,0.2,6,0.9694444444444444,0.9567650526867432,1.0,1.0,0.9592592592592593,0.8910891089108911,1.0,0.9792060491493384,112,90,518,0,22,0,-0.008333333333333304,-0.011011531631194615,0.0,0.0,0,6,False,False,2.313009497131188
Stage92C clean_threshold min_p=0.15 min_margin=-0.35 max_gap=0.25 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.35,0.25,7,0.9680555555555556,0.9549799367109255,1.0,1.0,0.9574074074074074,0.8866995073891626,1.0,0.9782403027436141,113,90,517,0,23,0,-0.009722222222222188,-0.012796647607012268,0.0,0.0,0,7,False,False,2.3076354922664812
Stage92C clean_threshold min_p=0.15 min_margin=-0.35 max_gap=0.3 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.35,0.3,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_threshold min_p=0.15 min_margin=-0.35 max_gap=0.35 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.35,0.35,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_threshold min_p=0.15 min_margin=-0.35 max_gap=0.4 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.35,0.4,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_threshold min_p=0.15 min_margin=-0.35 max_gap=0.5 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.35,0.5,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_threshold min_p=0.15 min_margin=-0.3 max_gap=0.1 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.3,0.1,2,0.975,0.9640472521828455,1.0,1.0,0.9666666666666667,0.9090909090909091,1.0,0.983050847457627,108,90,522,0,18,0,-0.002777777777777768,-0.0037293321350923003,0.0,0.0,0,2,False,False,2.3346472521828456
Stage92C clean_threshold min_p=0.15 min_margin=-0.3 max_gap=0.15 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.3,0.15,4,0.9722222222222222,0.960377358490566,1.0,1.0,0.9629629629629629,0.9,1.0,0.9811320754716981,110,90,520,0,20,0,-0.005555555555555536,-0.007399225827371736,0.0,0.0,0,4,False,False,2.3237995807127882
Stage92C clean_threshold min_p=0.15 min_margin=-0.3 max_gap=0.2 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.3,0.2,6,0.9694444444444444,0.9567650526867432,1.0,1.0,0.9592592592592593,0.8910891089108911,1.0,0.9792060491493384,112,90,518,0,22,0,-0.008333333333333304,-0.011011531631194615,0.0,0.0,0,6,False,False,2.313009497131188
Stage92C clean_threshold min_p=0.15 min_margin=-0.3 max_gap=0.25 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.3,0.25,7,0.9680555555555556,0.9549799367109255,1.0,1.0,0.9574074074074074,0.8866995073891626,1.0,0.9782403027436141,113,90,517,0,23,0,-0.009722222222222188,-0.012796647607012268,0.0,0.0,0,7,False,False,2.3076354922664812
Stage92C clean_threshold min_p=0.15 min_margin=-0.3 max_gap=0.3 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.3,0.3,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_threshold min_p=0.15 min_margin=-0.3 max_gap=0.35 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.3,0.35,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_threshold min_p=0.15 min_margin=-0.3 max_gap=0.4 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.3,0.4,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_threshold min_p=0.15 min_margin=-0.3 max_gap=0.5 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.3,0.5,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_threshold min_p=0.15 min_margin=-0.25 max_gap=0.1 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.25,0.1,2,0.975,0.9640472521828455,1.0,1.0,0.9666666666666667,0.9090909090909091,1.0,0.983050847457627,108,90,522,0,18,0,-0.002777777777777768,-0.0037293321350923003,0.0,0.0,0,2,False,False,2.3346472521828456
Stage92C clean_threshold min_p=0.15 min_margin=-0.25 max_gap=0.15 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.25,0.15,4,0.9722222222222222,0.960377358490566,1.0,1.0,0.9629629629629629,0.9,1.0,0.9811320754716981,110,90,520,0,20,0,-0.005555555555555536,-0.007399225827371736,0.0,0.0,0,4,False,False,2.3237995807127882
Stage92C clean_threshold min_p=0.15 min_margin=-0.25 max_gap=0.2 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.25,0.2,6,0.9694444444444444,0.9567650526867432,1.0,1.0,0.9592592592592593,0.8910891089108911,1.0,0.9792060491493384,112,90,518,0,22,0,-0.008333333333333304,-0.011011531631194615,0.0,0.0,0,6,False,False,2.313009497131188
Stage92C clean_threshold min_p=0.15 min_margin=-0.25 max_gap=0.25 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.25,0.25,7,0.9680555555555556,0.9549799367109255,1.0,1.0,0.9574074074074074,0.8866995073891626,1.0,0.9782403027436141,113,90,517,0,23,0,-0.009722222222222188,-0.012796647607012268,0.0,0.0,0,7,False,False,2.3076354922664812
Stage92C clean_threshold min_p=0.15 min_margin=-0.25 max_gap=0.3 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.25,0.3,7,0.9680555555555556,0.9549799367109255,1.0,1.0,0.9574074074074074,0.8866995073891626,1.0,0.9782403027436141,113,90,517,0,23,0,-0.009722222222222188,-0.012796647607012268,0.0,0.0,0,7,False,False,2.3076354922664812
Stage92C clean_threshold min_p=0.15 min_margin=-0.25 max_gap=0.35 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.25,0.35,7,0.9680555555555556,0.9549799367109255,1.0,1.0,0.9574074074074074,0.8866995073891626,1.0,0.9782403027436141,113,90,517,0,23,0,-0.009722222222222188,-0.012796647607012268,0.0,0.0,0,7,False,False,2.3076354922664812
Stage92C clean_threshold min_p=0.15 min_margin=-0.25 max_gap=0.4 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.25,0.4,7,0.9680555555555556,0.9549799367109255,1.0,1.0,0.9574074074074074,0.8866995073891626,1.0,0.9782403027436141,113,90,517,0,23,0,-0.009722222222222188,-0.012796647607012268,0.0,0.0,0,7,False,False,2.3076354922664812
Stage92C clean_threshold min_p=0.15 min_margin=-0.25 max_gap=0.5 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.25,0.5,7,0.9680555555555556,0.9549799367109255,1.0,1.0,0.9574074074074074,0.8866995073891626,1.0,0.9782403027436141,113,90,517,0,23,0,-0.009722222222222188,-0.012796647607012268,0.0,0.0,0,7,False,False,2.3076354922664812
Stage92C clean_threshold min_p=0.15 min_margin=-0.2 max_gap=0.1 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.2,0.1,2,0.975,0.9640472521828455,1.0,1.0,0.9666666666666667,0.9090909090909091,1.0,0.983050847457627,108,90,522,0,18,0,-0.002777777777777768,-0.0037293321350923003,0.0,0.0,0,2,False,False,2.3346472521828456
Stage92C clean_threshold min_p=0.15 min_margin=-0.2 max_gap=0.15 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.2,0.15,4,0.9722222222222222,0.960377358490566,1.0,1.0,0.9629629629629629,0.9,1.0,0.9811320754716981,110,90,520,0,20,0,-0.005555555555555536,-0.007399225827371736,0.0,0.0,0,4,False,False,2.3237995807127882
Stage92C clean_threshold min_p=0.15 min_margin=-0.2 max_gap=0.2 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.2,0.2,6,0.9694444444444444,0.9567650526867432,1.0,1.0,0.9592592592592593,0.8910891089108911,1.0,0.9792060491493384,112,90,518,0,22,0,-0.008333333333333304,-0.011011531631194615,0.0,0.0,0,6,False,False,2.313009497131188
Stage92C clean_threshold min_p=0.15 min_margin=-0.2 max_gap=0.25 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.2,0.25,6,0.9694444444444444,0.9567650526867432,1.0,1.0,0.9592592592592593,0.8910891089108911,1.0,0.9792060491493384,112,90,518,0,22,0,-0.008333333333333304,-0.011011531631194615,0.0,0.0,0,6,False,False,2.313009497131188
Stage92C clean_threshold min_p=0.15 min_margin=-0.2 max_gap=0.3 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.2,0.3,6,0.9694444444444444,0.9567650526867432,1.0,1.0,0.9592592592592593,0.8910891089108911,1.0,0.9792060491493384,112,90,518,0,22,0,-0.008333333333333304,-0.011011531631194615,0.0,0.0,0,6,False,False,2.313009497131188
Stage92C clean_threshold min_p=0.15 min_margin=-0.2 max_gap=0.35 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.2,0.35,6,0.9694444444444444,0.9567650526867432,1.0,1.0,0.9592592592592593,0.8910891089108911,1.0,0.9792060491493384,112,90,518,0,22,0,-0.008333333333333304,-0.011011531631194615,0.0,0.0,0,6,False,False,2.313009497131188
Stage92C clean_threshold min_p=0.15 min_margin=-0.2 max_gap=0.4 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.2,0.4,6,0.9694444444444444,0.9567650526867432,1.0,1.0,0.9592592592592593,0.8910891089108911,1.0,0.9792060491493384,112,90,518,0,22,0,-0.008333333333333304,-0.011011531631194615,0.0,0.0,0,6,False,False,2.313009497131188
Stage92C clean_threshold min_p=0.15 min_margin=-0.2 max_gap=0.5 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.2,0.5,6,0.9694444444444444,0.9567650526867432,1.0,1.0,0.9592592592592593,0.8910891089108911,1.0,0.9792060491493384,112,90,518,0,22,0,-0.008333333333333304,-0.011011531631194615,0.0,0.0,0,6,False,False,2.313009497131188
