seed,scope,intervention_type,n,pearson_mean_abs_off_diagonal,pearson_max_abs_off_diagonal,spearman_mean_abs_off_diagonal,spearman_max_abs_off_diagonal,pearson_frame_prob__predicate_coverage_prob,pearson_frame_prob__sufficiency_prob,pearson_frame_prob__entitlement_prob,pearson_frame_prob__polarity_margin,pearson_predicate_coverage_prob__sufficiency_prob,pearson_predicate_coverage_prob__entitlement_prob,pearson_predicate_coverage_prob__polarity_margin,pearson_sufficiency_prob__entitlement_prob,pearson_sufficiency_prob__polarity_margin,pearson_entitlement_prob__polarity_margin,spearman_frame_prob__predicate_coverage_prob,spearman_frame_prob__sufficiency_prob,spearman_frame_prob__entitlement_prob,spearman_frame_prob__polarity_margin,spearman_predicate_coverage_prob__sufficiency_prob,spearman_predicate_coverage_prob__entitlement_prob,spearman_predicate_coverage_prob__polarity_margin,spearman_sufficiency_prob__entitlement_prob,spearman_sufficiency_prob__polarity_margin,spearman_entitlement_prob__polarity_margin
2,global,__ALL__,780,0.3513038440496309,0.5949598956812904,0.41899656482415193,0.7550130311753418,0.5574186172425633,-0.1679513398777215,0.5949598956812904,-0.37789521088935507,-0.06508575848568256,0.5390533098103241,-0.24439300832355945,0.36511201628297496,0.5820717676465416,-0.019097516256296056,0.6417149232080347,-0.5972956890067025,0.5818006578931564,-0.21108837102979106,-0.4967526811196751,0.7550130311753418,-0.024397830634117792,-0.19530443491249108,0.4145325438968985,0.27206548536531
2,within_intervention,entity_swap,60,0.3950556331665257,0.9997899687412386,0.43825507085301474,0.8806890803000833,0.25681844198327347,-0.16104059789303446,0.2756900657349593,0.4219999674164914,-0.4073507291677138,0.9997899687412386,0.2434897633253026,-0.40945544679025936,0.5258480072122754,0.24907334340070894,0.31519866629619336,0.35648791330925256,0.8806890803000833,0.2731869963878855,0.04895804390108363,0.6826340650180606,0.5156988052236733,0.33520422339538763,0.5319255348707974,0.4425673798277299
2,within_intervention,event_swap,60,0.8013126813075709,0.9997233355949902,0.3317958997253362,0.9522089469297027,0.7959146621120778,-0.9881158243231339,0.9997233355949902,0.6409438572853586,-0.8709884620846193,0.793612014291935,0.6320084479965571,-0.9877382191295967,-0.6657870591716085,0.6382949310858322,0.3158655181994999,0.10355798219924371,0.9522089469297027,0.06829674909697138,-0.21814695955091556,0.5564323423173103,0.525090302861906,0.04162325123006898,-0.32528932052764853,0.21144762434009448
2,within_intervention,evidence_deletion,60,0.5646421465097312,0.9999910556430075,0.6080133370380661,0.999722145040289,0.08208329242391252,0.40265995789198167,0.4064564754301417,-0.40427746530881986,0.49574985016980094,0.49533140595773906,-0.5677120466152171,0.9999910556430075,-0.896012027691444,-0.8961478879652474,-0.18460683523200888,0.6103917754931926,0.6144484579049736,-0.4946929702695193,0.4479021950541817,0.4447902195054182,-0.43456515698805226,0.999722145040289,-0.9243123089747152,-0.9247013059183107
2,within_intervention,evidence_truncation,60,0.29064917054599954,0.9998248689465465,0.3956487913309253,0.9985551542095027,0.3373421149484457,0.48664768535609243,0.5027921904191831,-0.25074111574060537,0.08775430683161625,0.09550802843353318,-0.06052415566705093,0.9998248689465465,-0.04037461060506015,-0.04498262851186144,0.27718810780772435,0.777604890247291,0.792164490136149,-0.2531814392886913,0.12747985551542096,0.14465129202556265,-0.06790775215337594,0.9985551542095027,-0.2616838010558488,-0.256071130869686
2,within_intervention,irrelevant_evidence,60,0.49622676904459195,0.8837431402859225,0.5001611558766325,0.9104195609891637,-0.39683056737101885,-0.4279032554929279,0.0995927480183355,-0.39165071544002295,-0.5342269635423181,-0.43382139712280676,-0.5348854993464377,0.7132198360730374,0.8837431402859225,0.5463935677530924,-0.5415393164767991,-0.28663517643789943,0.22000555709919423,-0.26729647124201167,-0.4944151153098083,-0.5432620172270075,-0.48368991386496246,0.6899138649624896,0.9104195609891637,0.5644345651569881
2,within_intervention,location_swap,60,0.46286989733703054,0.999892183136195,0.5920811336482357,0.9919977771603223,0.06812854790052182,-0.6668077937796609,0.999892183136195,0.4264254956769883,-0.34171524139938375,0.07485994630367215,0.3925641181786036,-0.6689006456515413,-0.5622113188427414,0.42719368250099665,0.3826062795220895,-0.8486801889413726,0.9919977771603223,0.554709641567102,-0.639344262295082,0.41055848846901916,0.18671853292581272,-0.8634065018060573,-0.46996387885523755,0.5728257849402612
2,within_intervention,none,60,0.6021756678390411,0.9963587911548135,0.5145873853848292,0.9955543206446235,0.873881876762253,-0.5702699904182337,0.9963587911548135,-0.226208034783696,-0.5576989039287907,0.9078759384175908,-0.2659357149759514,-0.5469389320751391,0.8742128767312343,-0.20237561914270852,0.3104751319811059,-0.48030008335648794,0.9955543206446235,-0.17188107807724368,-0.8062239510975271,0.2946929702695193,-0.686524034454015,-0.43045290358432897,0.8515143095304252,-0.11825507085301473
2,within_intervention,paraphrase,60,0.6787106889870486,0.998588934732253,0.623678799666574,0.9985551542095027,0.8055396733697002,-0.7803905934085014,0.998588934732253,-0.37567863543223,-0.6512360932418649,0.8310589689544879,-0.4040447726275577,-0.7634115757339663,0.8176413516361671,-0.3595162907337566,0.3370380661294804,-0.7473186996387885,0.9985551542095027,-0.4142261739372048,-0.6946373992775771,0.3488191164212281,-0.6931369824951376,-0.7410947485412614,0.8544595721033621,-0.40750208391219783
2,within_intervention,polarity_flip,60,0.5496153271906404,0.9984894203834338,0.5324042800839219,0.9969991664351209,0.4518926103700227,-0.5359658976510548,0.9984894203834338,-0.2730731506187171,-0.6409054887994204,0.46420856681453604,-0.5129780555591523,-0.503728872585457,0.8754241094181253,-0.23948709970648482,0.4308419005279244,-0.5630253268857728,0.9969991664351209,-0.1702695193109197,-0.7317412023657319,0.4437899416504585,-0.5303139761044735,-0.545436863582279,0.7605829478776223,-0.15104195609891635
