name,policy_family,policy_scope,target_support_count,min_support_prob,min_margin,changed_from_stage92c,accuracy,macro_f1_all3,support_recall,refute_recall,ne_recall,support_f1,refute_f1,ne_f1,support_pred_count,refute_pred_count,ne_pred_count,false_NE_total,false_entitlement_total,polarity_error_total,meets_stage73_acc,meets_stage73_macro,support_recall_ge_stage73_minus_0p02,support_recall_ge_stage92c,refute_recall_ge_stage92c_minus_0p02,balanced_diag_pass,diagnostic_score
Stage92C support_threshold min_p=0.65 min_margin=0.0 scope=ne_only,support_threshold_override,ne_only,,0.65,0.0,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.65 min_margin=0.05 scope=ne_only,support_threshold_override,ne_only,,0.65,0.05,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.2 min_margin=-0.25 scope=refute_only,support_threshold_override,refute_only,,0.2,-0.25,19.0,0.354,0.32995473475792364,0.422,0.2140845070422535,0.46206896551724136,0.4773755656108597,0.27191413237924866,0.24057450628366248,384,204,412,345,78,223,True,True,True,True,True,True,0.938975861518487
Stage92C support_threshold min_p=0.2 min_margin=-0.2 scope=refute_only,support_threshold_override,refute_only,,0.2,-0.2,16.0,0.353,0.3296855661838089,0.418,0.21690140845070421,0.46206896551724136,0.474460839954597,0.2740213523131672,0.24057450628366248,381,207,412,345,78,224,True,True,True,True,True,True,0.937910918296485
Stage92C support_threshold min_p=0.2 min_margin=-0.15 scope=refute_only,support_threshold_override,refute_only,,0.2,-0.15,12.0,0.352,0.32941891162995235,0.414,0.21971830985915494,0.46206896551724136,0.4720638540478906,0.2756183745583039,0.24057450628366248,377,211,412,345,78,225,False,True,True,True,True,False,0.937348489094741
Stage92C support_threshold min_p=0.2 min_margin=-0.1 scope=refute_only,support_threshold_override,refute_only,,0.2,-0.1,7.0,0.352,0.3303227167134694,0.41,0.22535211267605634,0.46206896551724136,0.47018348623853207,0.2802101576182136,0.24057450628366248,372,216,412,345,78,225,False,True,False,True,True,False,0.9401607448824835
Stage92C support_threshold min_p=0.2 min_margin=-0.05 scope=refute_only,support_threshold_override,refute_only,,0.2,-0.05,4.0,0.351,0.3300027179446709,0.406,0.22816901408450704,0.46206896551724136,0.4672036823935558,0.28222996515679444,0.24057450628366248,369,219,412,345,78,226,False,True,False,True,True,False,0.9390449714657978
Stage92C support_threshold min_p=0.2 min_margin=0.0 scope=refute_only,support_threshold_override,refute_only,,0.2,0.0,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.2 min_margin=0.05 scope=refute_only,support_threshold_override,refute_only,,0.2,0.05,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.25 min_margin=-0.25 scope=refute_only,support_threshold_override,refute_only,,0.25,-0.25,19.0,0.354,0.32995473475792364,0.422,0.2140845070422535,0.46206896551724136,0.4773755656108597,0.27191413237924866,0.24057450628366248,384,204,412,345,78,223,True,True,True,True,True,True,0.938975861518487
Stage92C support_threshold min_p=0.25 min_margin=-0.2 scope=refute_only,support_threshold_override,refute_only,,0.25,-0.2,16.0,0.353,0.3296855661838089,0.418,0.21690140845070421,0.46206896551724136,0.474460839954597,0.2740213523131672,0.24057450628366248,381,207,412,345,78,224,True,True,True,True,True,True,0.937910918296485
Stage92C support_threshold min_p=0.25 min_margin=-0.15 scope=refute_only,support_threshold_override,refute_only,,0.25,-0.15,12.0,0.352,0.32941891162995235,0.414,0.21971830985915494,0.46206896551724136,0.4720638540478906,0.2756183745583039,0.24057450628366248,377,211,412,345,78,225,False,True,True,True,True,False,0.937348489094741
Stage92C support_threshold min_p=0.25 min_margin=-0.1 scope=refute_only,support_threshold_override,refute_only,,0.25,-0.1,7.0,0.352,0.3303227167134694,0.41,0.22535211267605634,0.46206896551724136,0.47018348623853207,0.2802101576182136,0.24057450628366248,372,216,412,345,78,225,False,True,False,True,True,False,0.9401607448824835
Stage92C support_threshold min_p=0.25 min_margin=-0.05 scope=refute_only,support_threshold_override,refute_only,,0.25,-0.05,4.0,0.351,0.3300027179446709,0.406,0.22816901408450704,0.46206896551724136,0.4672036823935558,0.28222996515679444,0.24057450628366248,369,219,412,345,78,226,False,True,False,True,True,False,0.9390449714657978
Stage92C support_threshold min_p=0.25 min_margin=0.0 scope=refute_only,support_threshold_override,refute_only,,0.25,0.0,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.25 min_margin=0.05 scope=refute_only,support_threshold_override,refute_only,,0.25,0.05,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.3 min_margin=-0.25 scope=refute_only,support_threshold_override,refute_only,,0.3,-0.25,16.0,0.352,0.3284993265634056,0.418,0.2140845070422535,0.46206896551724136,0.474460839954597,0.2704626334519573,0.24057450628366248,381,207,412,345,78,225,False,True,True,True,True,False,0.935020453323969
Stage92C support_threshold min_p=0.3 min_margin=-0.2 scope=refute_only,support_threshold_override,refute_only,,0.3,-0.2,14.0,0.352,0.3289630752071337,0.416,0.21690140845070421,0.46206896551724136,0.4732650739476678,0.27304964539007087,0.24057450628366248,379,209,412,345,78,225,False,True,True,True,True,False,0.9361884273198097
Stage92C support_threshold min_p=0.3 min_margin=-0.15 scope=refute_only,support_threshold_override,refute_only,,0.3,-0.15,12.0,0.352,0.32941891162995235,0.414,0.21971830985915494,0.46206896551724136,0.4720638540478906,0.2756183745583039,0.24057450628366248,377,211,412,345,78,225,False,True,True,True,True,False,0.937348489094741
Stage92C support_threshold min_p=0.3 min_margin=-0.1 scope=refute_only,support_threshold_override,refute_only,,0.3,-0.1,7.0,0.352,0.3303227167134694,0.41,0.22535211267605634,0.46206896551724136,0.47018348623853207,0.2802101576182136,0.24057450628366248,372,216,412,345,78,225,False,True,False,True,True,False,0.9401607448824835
Stage92C support_threshold min_p=0.3 min_margin=-0.05 scope=refute_only,support_threshold_override,refute_only,,0.3,-0.05,4.0,0.351,0.3300027179446709,0.406,0.22816901408450704,0.46206896551724136,0.4672036823935558,0.28222996515679444,0.24057450628366248,369,219,412,345,78,226,False,True,False,True,True,False,0.9390449714657978
Stage92C support_threshold min_p=0.3 min_margin=0.0 scope=refute_only,support_threshold_override,refute_only,,0.3,0.0,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.3 min_margin=0.05 scope=refute_only,support_threshold_override,refute_only,,0.3,0.05,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.35 min_margin=-0.25 scope=refute_only,support_threshold_override,refute_only,,0.35,-0.25,13.0,0.355,0.3321008428461954,0.418,0.22253521126760564,0.46206896551724136,0.4760820045558086,0.279646017699115,0.24057450628366248,378,210,412,345,78,222,True,True,True,True,True,True,0.9452346456630968
Stage92C support_threshold min_p=0.35 min_margin=-0.2 scope=refute_only,support_threshold_override,refute_only,,0.35,-0.2,11.0,0.355,0.33254909996204546,0.416,0.22535211267605634,0.46206896551724136,0.4748858447488584,0.28218694885361556,0.24057450628366248,376,212,412,345,78,222,True,True,True,True,True,True,0.9463871281310596
Stage92C support_threshold min_p=0.35 min_margin=-0.15 scope=refute_only,support_threshold_override,refute_only,,0.35,-0.15,10.0,0.354,0.33180250142386336,0.414,0.22535211267605634,0.46206896551724136,0.4731428571428572,0.28169014084507044,0.24057450628366248,375,213,412,345,78,223,True,True,True,True,True,True,0.9441405295928774
Stage92C support_threshold min_p=0.35 min_margin=-0.1 scope=refute_only,support_threshold_override,refute_only,,0.35,-0.1,6.0,0.353,0.33150486534821594,0.41,0.22816901408450704,0.46206896551724136,0.4707233065442021,0.28321678321678323,0.24057450628366248,371,217,412,345,78,224,True,True,False,True,True,False,0.9435471188693427
Stage92C support_threshold min_p=0.35 min_margin=-0.05 scope=refute_only,support_threshold_override,refute_only,,0.35,-0.05,4.0,0.351,0.3300027179446709,0.406,0.22816901408450704,0.46206896551724136,0.4672036823935558,0.28222996515679444,0.24057450628366248,369,219,412,345,78,226,False,True,False,True,True,False,0.9390449714657978
Stage92C support_threshold min_p=0.35 min_margin=0.0 scope=refute_only,support_threshold_override,refute_only,,0.35,0.0,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.35 min_margin=0.05 scope=refute_only,support_threshold_override,refute_only,,0.35,0.05,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.4 min_margin=-0.25 scope=refute_only,support_threshold_override,refute_only,,0.4,-0.25,9.0,0.355,0.33298957812822355,0.414,0.22816901408450704,0.46206896551724136,0.47368421052631576,0.28471001757469244,0.24057450628366248,374,214,412,345,78,222,True,True,True,True,True,True,0.9475318316493503
Stage92C support_threshold min_p=0.4 min_margin=-0.2 scope=refute_only,support_threshold_override,refute_only,,0.4,-0.2,9.0,0.355,0.33298957812822355,0.414,0.22816901408450704,0.46206896551724136,0.47368421052631576,0.28471001757469244,0.24057450628366248,374,214,412,345,78,222,True,True,True,True,True,True,0.9475318316493503
Stage92C support_threshold min_p=0.4 min_margin=-0.15 scope=refute_only,support_threshold_override,refute_only,,0.4,-0.15,9.0,0.355,0.33298957812822355,0.414,0.22816901408450704,0.46206896551724136,0.47368421052631576,0.28471001757469244,0.24057450628366248,374,214,412,345,78,222,True,True,True,True,True,True,0.9475318316493503
Stage92C support_threshold min_p=0.4 min_margin=-0.1 scope=refute_only,support_threshold_override,refute_only,,0.4,-0.1,6.0,0.353,0.33150486534821594,0.41,0.22816901408450704,0.46206896551724136,0.4707233065442021,0.28321678321678323,0.24057450628366248,371,217,412,345,78,224,True,True,False,True,True,False,0.9435471188693427
Stage92C support_threshold min_p=0.4 min_margin=-0.05 scope=refute_only,support_threshold_override,refute_only,,0.4,-0.05,4.0,0.351,0.3300027179446709,0.406,0.22816901408450704,0.46206896551724136,0.4672036823935558,0.28222996515679444,0.24057450628366248,369,219,412,345,78,226,False,True,False,True,True,False,0.9390449714657978
Stage92C support_threshold min_p=0.4 min_margin=0.0 scope=refute_only,support_threshold_override,refute_only,,0.4,0.0,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.4 min_margin=0.05 scope=refute_only,support_threshold_override,refute_only,,0.4,0.05,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.45 min_margin=-0.25 scope=refute_only,support_threshold_override,refute_only,,0.45,-0.25,4.0,0.351,0.3300027179446709,0.406,0.22816901408450704,0.46206896551724136,0.4672036823935558,0.28222996515679444,0.24057450628366248,369,219,412,345,78,226,False,True,False,True,True,False,0.9390449714657978
Stage92C support_threshold min_p=0.45 min_margin=-0.2 scope=refute_only,support_threshold_override,refute_only,,0.45,-0.2,4.0,0.351,0.3300027179446709,0.406,0.22816901408450704,0.46206896551724136,0.4672036823935558,0.28222996515679444,0.24057450628366248,369,219,412,345,78,226,False,True,False,True,True,False,0.9390449714657978
Stage92C support_threshold min_p=0.45 min_margin=-0.15 scope=refute_only,support_threshold_override,refute_only,,0.45,-0.15,4.0,0.351,0.3300027179446709,0.406,0.22816901408450704,0.46206896551724136,0.4672036823935558,0.28222996515679444,0.24057450628366248,369,219,412,345,78,226,False,True,False,True,True,False,0.9390449714657978
Stage92C support_threshold min_p=0.45 min_margin=-0.1 scope=refute_only,support_threshold_override,refute_only,,0.45,-0.1,4.0,0.351,0.3300027179446709,0.406,0.22816901408450704,0.46206896551724136,0.4672036823935558,0.28222996515679444,0.24057450628366248,369,219,412,345,78,226,False,True,False,True,True,False,0.9390449714657978
Stage92C support_threshold min_p=0.45 min_margin=-0.05 scope=refute_only,support_threshold_override,refute_only,,0.45,-0.05,3.0,0.35,0.32925047491229276,0.404,0.22816901408450704,0.46206896551724136,0.46543778801843316,0.2817391304347826,0.24057450628366248,368,220,412,345,78,227,False,True,False,True,True,False,0.9367927284334195
Stage92C support_threshold min_p=0.45 min_margin=0.0 scope=refute_only,support_threshold_override,refute_only,,0.45,0.0,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.45 min_margin=0.05 scope=refute_only,support_threshold_override,refute_only,,0.45,0.05,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.5 min_margin=-0.25 scope=refute_only,support_threshold_override,refute_only,,0.5,-0.25,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.5 min_margin=-0.2 scope=refute_only,support_threshold_override,refute_only,,0.5,-0.2,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.5 min_margin=-0.15 scope=refute_only,support_threshold_override,refute_only,,0.5,-0.15,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.5 min_margin=-0.1 scope=refute_only,support_threshold_override,refute_only,,0.5,-0.1,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.5 min_margin=-0.05 scope=refute_only,support_threshold_override,refute_only,,0.5,-0.05,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.5 min_margin=0.0 scope=refute_only,support_threshold_override,refute_only,,0.5,0.0,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.5 min_margin=0.05 scope=refute_only,support_threshold_override,refute_only,,0.5,0.05,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.55 min_margin=-0.25 scope=refute_only,support_threshold_override,refute_only,,0.55,-0.25,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.55 min_margin=-0.2 scope=refute_only,support_threshold_override,refute_only,,0.55,-0.2,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.55 min_margin=-0.15 scope=refute_only,support_threshold_override,refute_only,,0.55,-0.15,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.55 min_margin=-0.1 scope=refute_only,support_threshold_override,refute_only,,0.55,-0.1,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.55 min_margin=-0.05 scope=refute_only,support_threshold_override,refute_only,,0.55,-0.05,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.55 min_margin=0.0 scope=refute_only,support_threshold_override,refute_only,,0.55,0.0,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.55 min_margin=0.05 scope=refute_only,support_threshold_override,refute_only,,0.55,0.05,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.6 min_margin=-0.25 scope=refute_only,support_threshold_override,refute_only,,0.6,-0.25,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.6 min_margin=-0.2 scope=refute_only,support_threshold_override,refute_only,,0.6,-0.2,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.6 min_margin=-0.15 scope=refute_only,support_threshold_override,refute_only,,0.6,-0.15,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.6 min_margin=-0.1 scope=refute_only,support_threshold_override,refute_only,,0.6,-0.1,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.6 min_margin=-0.05 scope=refute_only,support_threshold_override,refute_only,,0.6,-0.05,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.6 min_margin=0.0 scope=refute_only,support_threshold_override,refute_only,,0.6,0.0,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.6 min_margin=0.05 scope=refute_only,support_threshold_override,refute_only,,0.6,0.05,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.65 min_margin=-0.25 scope=refute_only,support_threshold_override,refute_only,,0.65,-0.25,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.65 min_margin=-0.2 scope=refute_only,support_threshold_override,refute_only,,0.65,-0.2,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.65 min_margin=-0.15 scope=refute_only,support_threshold_override,refute_only,,0.65,-0.15,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.65 min_margin=-0.1 scope=refute_only,support_threshold_override,refute_only,,0.65,-0.1,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.65 min_margin=-0.05 scope=refute_only,support_threshold_override,refute_only,,0.65,-0.05,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.65 min_margin=0.0 scope=refute_only,support_threshold_override,refute_only,,0.65,0.0,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
Stage92C support_threshold min_p=0.65 min_margin=0.05 scope=refute_only,support_threshold_override,refute_only,,0.65,0.05,0.0,0.351,0.33083720750354534,0.402,0.23380281690140844,0.46206896551724136,0.4647398843930636,0.28719723183391005,0.24057450628366248,365,223,412,345,78,226,False,True,False,True,True,False,0.9412879117288975
