scope,intervention_type,metric,mean,std,n,formatted
within_intervention,evidence_truncation,pearson_entitlement_prob__polarity_margin,-0.48331542688114487,0.4048652713418274,3,-0.4833 +/- 0.4049
within_intervention,evidence_truncation,pearson_frame_prob__entitlement_prob,0.14432516532040215,0.3458402631320087,3,0.1443 +/- 0.3458
within_intervention,evidence_truncation,pearson_frame_prob__polarity_margin,-0.014945661519295494,0.21929948613203554,3,-0.0149 +/- 0.2193
within_intervention,evidence_truncation,pearson_frame_prob__predicate_coverage_prob,0.42234398656767375,0.196367720521852,3,0.4223 +/- 0.1964
within_intervention,evidence_truncation,pearson_frame_prob__sufficiency_prob,0.0750172385683021,0.3610050788077813,3,0.0750 +/- 0.3610
within_intervention,evidence_truncation,pearson_max_abs_off_diagonal,0.9937666476718418,0.010645018397716541,3,0.9938 +/- 0.0106
within_intervention,evidence_truncation,pearson_mean_abs_off_diagonal,0.33482888750395623,0.04164388558048859,3,0.3348 +/- 0.0416
within_intervention,evidence_truncation,pearson_predicate_coverage_prob__entitlement_prob,-0.009637370677406457,0.13792046727309118,3,-0.0096 +/- 0.1379
within_intervention,evidence_truncation,pearson_predicate_coverage_prob__polarity_margin,0.03211498382776742,0.091456202851141,3,0.0321 +/- 0.0915
within_intervention,evidence_truncation,pearson_predicate_coverage_prob__sufficiency_prob,-0.05149647978278218,0.12869556297636187,3,-0.0515 +/- 0.1287
within_intervention,evidence_truncation,pearson_sufficiency_prob__entitlement_prob,0.9937666476718418,0.010645018397716541,3,0.9938 +/- 0.0106
within_intervention,evidence_truncation,pearson_sufficiency_prob__polarity_margin,-0.4946649846125108,0.41169533148814286,3,-0.4947 +/- 0.4117
within_intervention,evidence_truncation,spearman_entitlement_prob__polarity_margin,-0.45516347133463,0.2012277285337015,3,-0.4552 +/- 0.2012
within_intervention,evidence_truncation,spearman_frame_prob__entitlement_prob,0.575641381865333,0.21720237896811778,3,0.5756 +/- 0.2172
within_intervention,evidence_truncation,spearman_frame_prob__polarity_margin,-0.1248309715661758,0.281068333656842,3,-0.1248 +/- 0.2811
within_intervention,evidence_truncation,spearman_frame_prob__predicate_coverage_prob,0.3345558951560619,0.07369611022439108,3,0.3346 +/- 0.0737
within_intervention,evidence_truncation,spearman_frame_prob__sufficiency_prob,0.5170510326942669,0.28341801002383554,3,0.5171 +/- 0.2834
within_intervention,evidence_truncation,spearman_max_abs_off_diagonal,0.9811243864036306,0.02932897409730382,3,0.9811 +/- 0.0293
within_intervention,evidence_truncation,spearman_mean_abs_off_diagonal,0.426875984069649,0.1191150057387001,3,0.4269 +/- 0.1191
within_intervention,evidence_truncation,spearman_predicate_coverage_prob__entitlement_prob,0.2776141520792813,0.25980922366762643,3,0.2776 +/- 0.2598
