row_type,intervention_type,target,score,metric,mean,std,n,formatted,state_summary
opportunity,location_swap,not_applicable,not_applicable,gold_REFUTE,0.0,0.0,3,0.0000 +/- 0.0000,not_applicable
opportunity,location_swap,not_applicable,not_applicable,gold_SUPPORT,0.0,0.0,3,0.0000 +/- 0.0000,not_applicable
opportunity,location_swap,not_applicable,not_applicable,mean_entitlement_fail_score,0.9422970621379338,0.03213577615245506,3,0.9423 +/- 0.0321,not_applicable
opportunity,location_swap,not_applicable,not_applicable,mean_entitlement_prob,0.057702937862066185,0.03213577615245505,3,0.0577 +/- 0.0321,not_applicable
opportunity,location_swap,not_applicable,not_applicable,mean_frame_fail_score,0.9403186770492337,0.033186047223105516,3,0.9403 +/- 0.0332,not_applicable
opportunity,location_swap,not_applicable,not_applicable,mean_frame_prob,0.059681322950766315,0.03318604722310551,3,0.0597 +/- 0.0332,not_applicable
opportunity,location_swap,not_applicable,not_applicable,mean_polarity_margin,4.54377095301946,0.22057134952404844,3,4.5438 +/- 0.2206,not_applicable
opportunity,location_swap,not_applicable,not_applicable,mean_polarity_weak_score,-4.54377095301946,0.22057134952404844,3,-4.5438 +/- 0.2206,not_applicable
opportunity,location_swap,not_applicable,not_applicable,mean_predicate_coverage_prob,0.9655668494395083,0.007464508160839834,3,0.9656 +/- 0.0075,not_applicable
opportunity,location_swap,not_applicable,not_applicable,mean_predicate_fail_score,0.034433150560491614,0.007464508160839831,3,0.0344 +/- 0.0075,not_applicable
opportunity,location_swap,not_applicable,not_applicable,mean_sufficiency_fail_score,0.0036990122662650215,0.0005209066287814861,3,0.0037 +/- 0.0005,not_applicable
opportunity,location_swap,not_applicable,not_applicable,mean_sufficiency_prob,0.996300987733735,0.0005209066287814717,3,0.9963 +/- 0.0005,not_applicable
opportunity,location_swap,not_applicable,not_applicable,n,60.0,0.0,3,60.0000 +/- 0.0000,not_applicable
