threshold,system,final_accuracy,final_macro_f1,NOT_ENTITLED_f1,REFUTE_f1,SUPPORT_f1,entitled_output_count,entitled_output_gate_violation_rate,entitled_output_gate_violations,polarity_flip_output_ok,polarity_flip_internal_ok,polarity_flip_output_internal_gap,polarity_flip_output_ok_but_internal_bad,paraphrase_preserved,predicate_disentangled,polarity_flip_preserved_and_reversed,deletion_sufficiency_lower,truncation_sufficiency_lower,entity_frame_lower,event_frame_lower,classifier_entitled_count,routed_entitled_count,downgraded_count,downgrade_rate_among_classifier_entitled,downgraded_gold_support_count,support_recall_pre_router,support_recall_post_router,support_recall_drop,support_precision_pre_router,support_precision_post_router,support_precision_gain,false_support_removed_count,false_refute_removed_count,retained_violation_rate,pre_router_candidate_gate_fail_rate,pre_router_candidate_gate_fail_count
0.3,conservative_balanced_router,0.9320512820512821,0.9094201957619941,0.953792502179599,1.0,0.774468085106383,233,0.0,0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,233,233,0,0.0,0,1.0,1.0,0.0,0.6319444444444444,0.6319444444444444,0.0,0,0,0.0,0.0,0
0.3,conservative_strict_router,0.9320512820512821,0.9094201957619941,0.953792502179599,1.0,0.774468085106383,233,0.0,0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,233,233,0,0.0,0,1.0,1.0,0.0,0.6319444444444444,0.6319444444444444,0.0,0,0,0.0,0.0,0
0.3,dual_auditor_router,0.9320512820512821,0.9094201957619941,0.953792502179599,1.0,0.774468085106383,233,0.0,0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,233,233,0,0.0,0,1.0,1.0,0.0,0.6319444444444444,0.6319444444444444,0.0,0,0,0.0,0.0,0
0.4,conservative_balanced_router,0.9320512820512821,0.9094201957619941,0.953792502179599,1.0,0.774468085106383,233,0.0,0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,233,233,0,0.0,0,1.0,1.0,0.0,0.6319444444444444,0.6319444444444444,0.0,0,0,0.0,0.0,0
0.4,conservative_strict_router,0.9320512820512821,0.9094201957619941,0.953792502179599,1.0,0.774468085106383,233,0.0,0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,233,233,0,0.0,0,1.0,1.0,0.0,0.6319444444444444,0.6319444444444444,0.0,0,0,0.0,0.0,0
0.4,dual_auditor_router,0.9320512820512821,0.9094201957619941,0.953792502179599,1.0,0.774468085106383,233,0.0,0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,233,233,0,0.0,0,1.0,1.0,0.0,0.6319444444444444,0.6319444444444444,0.0,0,0,0.0,0.0,0
0.5,conservative_balanced_router,0.9320512820512821,0.9094201957619941,0.953792502179599,1.0,0.774468085106383,233,0.0,0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,233,233,0,0.0,0,1.0,1.0,0.0,0.6319444444444444,0.6319444444444444,0.0,0,0,0.0,0.0,0
0.5,conservative_strict_router,0.9320512820512821,0.9094201957619941,0.953792502179599,1.0,0.774468085106383,233,0.0,0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,233,233,0,0.0,0,1.0,1.0,0.0,0.6319444444444444,0.6319444444444444,0.0,0,0,0.0,0.0,0
0.5,dual_auditor_router,0.9320512820512821,0.9094201957619941,0.953792502179599,1.0,0.774468085106383,233,0.0,0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,233,233,0,0.0,0,1.0,1.0,0.0,0.6319444444444444,0.6319444444444444,0.0,0,0,0.0,0.0,0
0.6,conservative_balanced_router,0.9320512820512821,0.9094201957619941,0.953792502179599,1.0,0.774468085106383,233,0.0,0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,233,233,0,0.0,0,1.0,1.0,0.0,0.6319444444444444,0.6319444444444444,0.0,0,0,0.0,0.0,0
0.6,conservative_strict_router,0.9320512820512821,0.9094201957619941,0.953792502179599,1.0,0.774468085106383,233,0.0,0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,233,233,0,0.0,0,1.0,1.0,0.0,0.6319444444444444,0.6319444444444444,0.0,0,0,0.0,0.0,0
0.6,dual_auditor_router,0.9320512820512821,0.9094201957619941,0.953792502179599,1.0,0.774468085106383,233,0.0,0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,233,233,0,0.0,0,1.0,1.0,0.0,0.6319444444444444,0.6319444444444444,0.0,0,0,0.0,0.0,0
0.7,conservative_balanced_router,0.9320512820512821,0.9094201957619941,0.953792502179599,1.0,0.774468085106383,233,0.0,0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,233,233,0,0.0,0,1.0,1.0,0.0,0.6319444444444444,0.6319444444444444,0.0,0,0,0.0,0.0,0
0.7,conservative_strict_router,0.9320512820512821,0.9094201957619941,0.953792502179599,1.0,0.774468085106383,233,0.0,0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,233,233,0,0.0,0,1.0,1.0,0.0,0.6319444444444444,0.6319444444444444,0.0,0,0,0.0,0.0,0
0.7,dual_auditor_router,0.9320512820512821,0.9094201957619941,0.953792502179599,1.0,0.774468085106383,233,0.0,0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,233,233,0,0.0,0,1.0,1.0,0.0,0.6319444444444444,0.6319444444444444,0.0,0,0,0.0,0.0,0
