seed,threshold,system,metric,value
1,0.3,raw_classifier_only,final_accuracy,0.9076923076923077
1,0.3,raw_classifier_only,final_macro_f1,0.8764934890589341
1,0.3,raw_classifier_only,NOT_ENTITLED_f1,0.93717277486911
1,0.3,raw_classifier_only,REFUTE_f1,1.0
1,0.3,raw_classifier_only,SUPPORT_f1,0.6923076923076923
1,0.3,raw_classifier_only,entitled_output_count,78
1,0.3,raw_classifier_only,entitled_output_gate_violation_rate,0.11538461538461539
1,0.3,raw_classifier_only,entitled_output_gate_violations,9
1,0.3,raw_classifier_only,polarity_flip_output_ok,0.85
1,0.3,raw_classifier_only,polarity_flip_internal_ok,0.7
1,0.3,raw_classifier_only,polarity_flip_output_internal_gap,0.15000000000000002
1,0.3,raw_classifier_only,polarity_flip_output_ok_but_internal_bad,3
1,0.3,raw_classifier_only,paraphrase_preserved,0.85
1,0.3,raw_classifier_only,predicate_disentangled,0.8
1,0.3,raw_classifier_only,polarity_flip_preserved_and_reversed,0.85
1,0.3,raw_classifier_only,deletion_sufficiency_lower,1.0
1,0.3,raw_classifier_only,truncation_sufficiency_lower,1.0
1,0.3,raw_classifier_only,entity_frame_lower,1.0
1,0.3,raw_classifier_only,event_frame_lower,0.95
1,0.3,self_routed_classifier,final_accuracy,0.9192307692307692
1,0.3,self_routed_classifier,final_macro_f1,0.8806479113384484
1,0.3,self_routed_classifier,NOT_ENTITLED_f1,0.9462915601023018
1,0.3,self_routed_classifier,REFUTE_f1,1.0
1,0.3,self_routed_classifier,SUPPORT_f1,0.6956521739130435
1,0.3,self_routed_classifier,entitled_output_count,69
1,0.3,self_routed_classifier,entitled_output_gate_violation_rate,0.0
1,0.3,self_routed_classifier,entitled_output_gate_violations,0
1,0.3,self_routed_classifier,polarity_flip_output_ok,0.7
1,0.3,self_routed_classifier,polarity_flip_internal_ok,0.7
1,0.3,self_routed_classifier,polarity_flip_output_internal_gap,0.0
1,0.3,self_routed_classifier,polarity_flip_output_ok_but_internal_bad,0
1,0.3,self_routed_classifier,paraphrase_preserved,0.8
1,0.3,self_routed_classifier,predicate_disentangled,0.75
1,0.3,self_routed_classifier,polarity_flip_preserved_and_reversed,0.7
1,0.3,self_routed_classifier,deletion_sufficiency_lower,1.0
1,0.3,self_routed_classifier,truncation_sufficiency_lower,1.0
1,0.3,self_routed_classifier,entity_frame_lower,1.0
1,0.3,self_routed_classifier,event_frame_lower,1.0
1,0.3,raw_balanced_only,final_accuracy,0.8692307692307693
1,0.3,raw_balanced_only,final_macro_f1,0.8428592967972869
1,0.3,raw_balanced_only,NOT_ENTITLED_f1,0.907608695652174
1,0.3,raw_balanced_only,REFUTE_f1,0.9836065573770492
1,0.3,raw_balanced_only,SUPPORT_f1,0.6373626373626373
1,0.3,raw_balanced_only,entitled_output_count,92
1,0.3,raw_balanced_only,entitled_output_gate_violation_rate,0.03260869565217391
1,0.3,raw_balanced_only,entitled_output_gate_violations,3
1,0.3,raw_balanced_only,polarity_flip_output_ok,0.95
1,0.3,raw_balanced_only,polarity_flip_internal_ok,0.95
1,0.3,raw_balanced_only,polarity_flip_output_internal_gap,0.0
1,0.3,raw_balanced_only,polarity_flip_output_ok_but_internal_bad,0
1,0.3,raw_balanced_only,paraphrase_preserved,0.95
1,0.3,raw_balanced_only,predicate_disentangled,0.9
1,0.3,raw_balanced_only,polarity_flip_preserved_and_reversed,0.95
1,0.3,raw_balanced_only,deletion_sufficiency_lower,1.0
1,0.3,raw_balanced_only,truncation_sufficiency_lower,1.0
1,0.3,raw_balanced_only,entity_frame_lower,0.9
1,0.3,raw_balanced_only,event_frame_lower,0.85
1,0.3,self_routed_balanced,final_accuracy,0.8730769230769231
1,0.3,self_routed_balanced,final_macro_f1,0.8436738022262302
1,0.3,self_routed_balanced,NOT_ENTITLED_f1,0.9110512129380054
1,0.3,self_routed_balanced,REFUTE_f1,0.9836065573770492
1,0.3,self_routed_balanced,SUPPORT_f1,0.6363636363636364
1,0.3,self_routed_balanced,entitled_output_count,89
1,0.3,self_routed_balanced,entitled_output_gate_violation_rate,0.0
1,0.3,self_routed_balanced,entitled_output_gate_violations,0
1,0.3,self_routed_balanced,polarity_flip_output_ok,0.95
1,0.3,self_routed_balanced,polarity_flip_internal_ok,0.95
1,0.3,self_routed_balanced,polarity_flip_output_internal_gap,0.0
1,0.3,self_routed_balanced,polarity_flip_output_ok_but_internal_bad,0
1,0.3,self_routed_balanced,paraphrase_preserved,0.9
1,0.3,self_routed_balanced,predicate_disentangled,0.95
1,0.3,self_routed_balanced,polarity_flip_preserved_and_reversed,0.95
1,0.3,self_routed_balanced,deletion_sufficiency_lower,1.0
1,0.3,self_routed_balanced,truncation_sufficiency_lower,1.0
1,0.3,self_routed_balanced,entity_frame_lower,0.9
1,0.3,self_routed_balanced,event_frame_lower,0.85
1,0.3,raw_strict_only,final_accuracy,0.8576923076923076
1,0.3,raw_strict_only,final_macro_f1,0.8310451968988555
1,0.3,raw_strict_only,NOT_ENTITLED_f1,0.8997289972899729
1,0.3,raw_strict_only,REFUTE_f1,1.0
1,0.3,raw_strict_only,SUPPORT_f1,0.5934065934065934
1,0.3,raw_strict_only,entitled_output_count,91
1,0.3,raw_strict_only,entitled_output_gate_violation_rate,0.0
