threshold,system,intervention_type,metric,mean,std,n,formatted
0.4,conservative_balanced_router,irrelevant_evidence,gold_REFUTE_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,gold_SUPPORT_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,macro_f1_delta,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,n_examples,60.0,0.0,3,60.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,pairwise_applicable_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,pre_router_candidate_gate_fail_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,pre_router_candidate_gate_fail_rate,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,raw_classifier_pairwise_success_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,raw_classifier_pairwise_success_rate,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,refute_precision_gain,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,refute_precision_post_router,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,refute_precision_pre_router,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,refute_recall_drop,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,refute_recall_post_router,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,refute_recall_pre_router,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,routed_REFUTE_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,routed_SUPPORT_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,routed_accuracy,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,routed_entitled_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,routed_macro_f1,0.3333333333333333,0.0,3,0.333 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,router_pairwise_success_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,router_pairwise_success_rate,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,self_routed_balanced_pairwise_success_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,self_routed_balanced_pairwise_success_rate,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,self_routed_classifier_pairwise_success_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,self_routed_classifier_pairwise_success_rate,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,support_precision_gain,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,support_precision_post_router,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,support_precision_pre_router,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,support_recall_drop,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,support_recall_post_router,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,irrelevant_evidence,support_recall_pre_router,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,accuracy_delta,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,classifier_REFUTE_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,classifier_SUPPORT_count,0.6666666666666666,0.5773502691896257,3,0.667 +/- 0.577
0.4,conservative_balanced_router,location_swap,classifier_accuracy,0.9888888888888889,0.009622504486493792,3,0.989 +/- 0.010
0.4,conservative_balanced_router,location_swap,classifier_entitled_count,0.6666666666666666,0.5773502691896257,3,0.667 +/- 0.577
0.4,conservative_balanced_router,location_swap,classifier_macro_f1,0.3314659197012138,0.001617227644788862,3,0.331 +/- 0.002
0.4,conservative_balanced_router,location_swap,downgrade_rate_among_classifier_entitled,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,downgraded_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,false_refute_removed_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,false_refute_removed_rate_among_classifier_false_refute,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,false_support_removed_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,false_support_removed_rate_among_classifier_false_support,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,gold_NOT_ENTITLED_count,60.0,0.0,3,60.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,gold_REFUTE_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,gold_SUPPORT_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,macro_f1_delta,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,n_examples,60.0,0.0,3,60.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,pairwise_applicable_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,pre_router_candidate_gate_fail_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,pre_router_candidate_gate_fail_rate,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,raw_classifier_pairwise_success_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,raw_classifier_pairwise_success_rate,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,refute_precision_gain,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,refute_precision_post_router,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,refute_precision_pre_router,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,refute_recall_drop,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,refute_recall_post_router,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,refute_recall_pre_router,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,routed_REFUTE_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,routed_SUPPORT_count,0.6666666666666666,0.5773502691896257,3,0.667 +/- 0.577
0.4,conservative_balanced_router,location_swap,routed_accuracy,0.9888888888888889,0.009622504486493792,3,0.989 +/- 0.010
0.4,conservative_balanced_router,location_swap,routed_entitled_count,0.6666666666666666,0.5773502691896257,3,0.667 +/- 0.577
0.4,conservative_balanced_router,location_swap,routed_macro_f1,0.3314659197012138,0.001617227644788862,3,0.331 +/- 0.002
0.4,conservative_balanced_router,location_swap,router_pairwise_success_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,router_pairwise_success_rate,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,self_routed_balanced_pairwise_success_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,self_routed_balanced_pairwise_success_rate,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,self_routed_classifier_pairwise_success_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,self_routed_classifier_pairwise_success_rate,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,support_precision_gain,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,support_precision_post_router,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,support_precision_pre_router,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,support_recall_drop,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,support_recall_post_router,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,location_swap,support_recall_pre_router,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,accuracy_delta,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,classifier_REFUTE_count,29.666666666666668,0.5773502691896257,3,29.667 +/- 0.577
0.4,conservative_balanced_router,none,classifier_SUPPORT_count,30.0,1.0,3,30.000 +/- 1.000
0.4,conservative_balanced_router,none,classifier_accuracy,0.9944444444444445,0.009622504486493792,3,0.994 +/- 0.010
0.4,conservative_balanced_router,none,classifier_entitled_count,59.666666666666664,0.5773502691896257,3,59.667 +/- 0.577
0.4,conservative_balanced_router,none,classifier_macro_f1,0.6647834274952918,0.0032618659276249743,3,0.665 +/- 0.003
0.4,conservative_balanced_router,none,downgrade_rate_among_classifier_entitled,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,downgraded_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,false_refute_removed_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,false_refute_removed_rate_among_classifier_false_refute,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,false_support_removed_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,false_support_removed_rate_among_classifier_false_support,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,gold_NOT_ENTITLED_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,gold_REFUTE_count,29.666666666666668,0.5773502691896257,3,29.667 +/- 0.577
0.4,conservative_balanced_router,none,gold_SUPPORT_count,30.333333333333332,0.5773502691896257,3,30.333 +/- 0.577
0.4,conservative_balanced_router,none,macro_f1_delta,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,n_examples,60.0,0.0,3,60.000 +/- 0.000
0.4,conservative_balanced_router,none,pairwise_applicable_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,pre_router_candidate_gate_fail_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,pre_router_candidate_gate_fail_rate,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,raw_classifier_pairwise_success_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,raw_classifier_pairwise_success_rate,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,refute_precision_gain,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,refute_precision_post_router,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,none,refute_precision_pre_router,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,none,refute_recall_drop,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,refute_recall_post_router,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,none,refute_recall_pre_router,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,none,routed_REFUTE_count,29.666666666666668,0.5773502691896257,3,29.667 +/- 0.577
0.4,conservative_balanced_router,none,routed_SUPPORT_count,30.0,1.0,3,30.000 +/- 1.000
0.4,conservative_balanced_router,none,routed_accuracy,0.9944444444444445,0.009622504486493792,3,0.994 +/- 0.010
0.4,conservative_balanced_router,none,routed_entitled_count,59.666666666666664,0.5773502691896257,3,59.667 +/- 0.577
0.4,conservative_balanced_router,none,routed_macro_f1,0.6647834274952918,0.0032618659276249743,3,0.665 +/- 0.003
0.4,conservative_balanced_router,none,router_pairwise_success_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,router_pairwise_success_rate,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,self_routed_balanced_pairwise_success_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,self_routed_balanced_pairwise_success_rate,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,self_routed_classifier_pairwise_success_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,self_routed_classifier_pairwise_success_rate,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,support_precision_gain,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,support_precision_post_router,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,none,support_precision_pre_router,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,none,support_recall_drop,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,none,support_recall_post_router,0.9888888888888889,0.01924500897298752,3,0.989 +/- 0.019
0.4,conservative_balanced_router,none,support_recall_pre_router,0.9888888888888889,0.01924500897298752,3,0.989 +/- 0.019
0.4,conservative_balanced_router,paraphrase,accuracy_delta,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,classifier_REFUTE_count,29.666666666666668,0.5773502691896257,3,29.667 +/- 0.577
0.4,conservative_balanced_router,paraphrase,classifier_SUPPORT_count,29.666666666666668,1.1547005383792515,3,29.667 +/- 1.155
0.4,conservative_balanced_router,paraphrase,classifier_accuracy,0.9888888888888889,0.009622504486493792,3,0.989 +/- 0.010
0.4,conservative_balanced_router,paraphrase,classifier_entitled_count,59.333333333333336,0.5773502691896257,3,59.333 +/- 0.577
0.4,conservative_balanced_router,paraphrase,classifier_macro_f1,0.6629001883239171,0.0032618659276249743,3,0.663 +/- 0.003
0.4,conservative_balanced_router,paraphrase,downgrade_rate_among_classifier_entitled,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,downgraded_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,false_refute_removed_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,false_refute_removed_rate_among_classifier_false_refute,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,false_support_removed_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,false_support_removed_rate_among_classifier_false_support,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,gold_NOT_ENTITLED_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,gold_REFUTE_count,29.666666666666668,0.5773502691896257,3,29.667 +/- 0.577
0.4,conservative_balanced_router,paraphrase,gold_SUPPORT_count,30.333333333333332,0.5773502691896257,3,30.333 +/- 0.577
0.4,conservative_balanced_router,paraphrase,macro_f1_delta,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,n_examples,60.0,0.0,3,60.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,pairwise_applicable_count,60.0,0.0,3,60.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,pre_router_candidate_gate_fail_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,pre_router_candidate_gate_fail_rate,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,raw_classifier_pairwise_success_count,59.0,1.0,3,59.000 +/- 1.000
0.4,conservative_balanced_router,paraphrase,raw_classifier_pairwise_success_rate,0.9833333333333334,0.016666666666666663,3,0.983 +/- 0.017
0.4,conservative_balanced_router,paraphrase,refute_precision_gain,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,refute_precision_post_router,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,refute_precision_pre_router,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,refute_recall_drop,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,refute_recall_post_router,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,refute_recall_pre_router,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,routed_REFUTE_count,29.666666666666668,0.5773502691896257,3,29.667 +/- 0.577
0.4,conservative_balanced_router,paraphrase,routed_SUPPORT_count,29.666666666666668,1.1547005383792515,3,29.667 +/- 1.155
0.4,conservative_balanced_router,paraphrase,routed_accuracy,0.9888888888888889,0.009622504486493792,3,0.989 +/- 0.010
0.4,conservative_balanced_router,paraphrase,routed_entitled_count,59.333333333333336,0.5773502691896257,3,59.333 +/- 0.577
0.4,conservative_balanced_router,paraphrase,routed_macro_f1,0.6629001883239171,0.0032618659276249743,3,0.663 +/- 0.003
0.4,conservative_balanced_router,paraphrase,router_pairwise_success_count,59.0,1.0,3,59.000 +/- 1.000
0.4,conservative_balanced_router,paraphrase,router_pairwise_success_rate,0.9833333333333334,0.016666666666666663,3,0.983 +/- 0.017
0.4,conservative_balanced_router,paraphrase,self_routed_balanced_pairwise_success_count,60.0,0.0,3,60.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,self_routed_balanced_pairwise_success_rate,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,self_routed_classifier_pairwise_success_count,53.666666666666664,8.504900548115382,3,53.667 +/- 8.505
0.4,conservative_balanced_router,paraphrase,self_routed_classifier_pairwise_success_rate,0.8944444444444444,0.14174834246858972,3,0.894 +/- 0.142
0.4,conservative_balanced_router,paraphrase,support_precision_gain,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,support_precision_post_router,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,support_precision_pre_router,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,support_recall_drop,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,paraphrase,support_recall_post_router,0.9777777777777779,0.01924500897298752,3,0.978 +/- 0.019
0.4,conservative_balanced_router,paraphrase,support_recall_pre_router,0.9777777777777779,0.01924500897298752,3,0.978 +/- 0.019
0.4,conservative_balanced_router,polarity_flip,accuracy_delta,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,classifier_REFUTE_count,30.333333333333332,0.5773502691896257,3,30.333 +/- 0.577
0.4,conservative_balanced_router,polarity_flip,classifier_SUPPORT_count,29.666666666666668,0.5773502691896257,3,29.667 +/- 0.577
0.4,conservative_balanced_router,polarity_flip,classifier_accuracy,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,classifier_entitled_count,60.0,0.0,3,60.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,classifier_macro_f1,0.6666666666666666,0.0,3,0.667 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,downgrade_rate_among_classifier_entitled,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,downgraded_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,false_refute_removed_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,false_refute_removed_rate_among_classifier_false_refute,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,false_support_removed_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,false_support_removed_rate_among_classifier_false_support,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,gold_NOT_ENTITLED_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,gold_REFUTE_count,30.333333333333332,0.5773502691896257,3,30.333 +/- 0.577
0.4,conservative_balanced_router,polarity_flip,gold_SUPPORT_count,29.666666666666668,0.5773502691896257,3,29.667 +/- 0.577
0.4,conservative_balanced_router,polarity_flip,macro_f1_delta,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,n_examples,60.0,0.0,3,60.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,pairwise_applicable_count,60.0,0.0,3,60.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,pre_router_candidate_gate_fail_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,pre_router_candidate_gate_fail_rate,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,raw_classifier_pairwise_success_count,59.666666666666664,0.5773502691896257,3,59.667 +/- 0.577
0.4,conservative_balanced_router,polarity_flip,raw_classifier_pairwise_success_rate,0.9944444444444445,0.009622504486493792,3,0.994 +/- 0.010
0.4,conservative_balanced_router,polarity_flip,refute_precision_gain,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,refute_precision_post_router,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,refute_precision_pre_router,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,refute_recall_drop,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,refute_recall_post_router,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,refute_recall_pre_router,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,routed_REFUTE_count,30.333333333333332,0.5773502691896257,3,30.333 +/- 0.577
0.4,conservative_balanced_router,polarity_flip,routed_SUPPORT_count,29.666666666666668,0.5773502691896257,3,29.667 +/- 0.577
0.4,conservative_balanced_router,polarity_flip,routed_accuracy,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,routed_entitled_count,60.0,0.0,3,60.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,routed_macro_f1,0.6666666666666666,0.0,3,0.667 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,router_pairwise_success_count,59.666666666666664,0.5773502691896257,3,59.667 +/- 0.577
0.4,conservative_balanced_router,polarity_flip,router_pairwise_success_rate,0.9944444444444445,0.009622504486493792,3,0.994 +/- 0.010
0.4,conservative_balanced_router,polarity_flip,self_routed_balanced_pairwise_success_count,60.0,0.0,3,60.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,self_routed_balanced_pairwise_success_rate,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,self_routed_classifier_pairwise_success_count,50.333333333333336,15.044378795195676,3,50.333 +/- 15.044
0.4,conservative_balanced_router,polarity_flip,self_routed_classifier_pairwise_success_rate,0.8388888888888889,0.2507396465865946,3,0.839 +/- 0.251
0.4,conservative_balanced_router,polarity_flip,support_precision_gain,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,support_precision_post_router,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,support_precision_pre_router,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,support_recall_drop,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,support_recall_post_router,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,polarity_flip,support_recall_pre_router,1.0,0.0,3,1.000 +/- 0.000
0.4,conservative_balanced_router,predicate_swap,accuracy_delta,0.005555555555555536,0.009622504486493728,3,0.006 +/- 0.010
0.4,conservative_balanced_router,predicate_swap,classifier_REFUTE_count,0.3333333333333333,0.5773502691896257,3,0.333 +/- 0.577
0.4,conservative_balanced_router,predicate_swap,classifier_SUPPORT_count,0.6666666666666666,0.5773502691896257,3,0.667 +/- 0.577
0.4,conservative_balanced_router,predicate_swap,classifier_accuracy,0.9833333333333334,0.016666666666666663,3,0.983 +/- 0.017
0.4,conservative_balanced_router,predicate_swap,classifier_entitled_count,1.0,1.0,3,1.000 +/- 1.000
0.4,conservative_balanced_router,predicate_swap,classifier_macro_f1,0.3305163873458988,0.0028248920037976834,3,0.331 +/- 0.003
0.4,conservative_balanced_router,predicate_swap,downgrade_rate_among_classifier_entitled,0.16666666666666666,0.28867513459481287,3,0.167 +/- 0.289
0.4,conservative_balanced_router,predicate_swap,downgraded_count,0.3333333333333333,0.5773502691896257,3,0.333 +/- 0.577
0.4,conservative_balanced_router,predicate_swap,false_refute_removed_count,0.3333333333333333,0.5773502691896257,3,0.333 +/- 0.577
0.4,conservative_balanced_router,predicate_swap,false_refute_removed_rate_among_classifier_false_refute,0.3333333333333333,0.5773502691896257,3,0.333 +/- 0.577
0.4,conservative_balanced_router,predicate_swap,false_support_removed_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,predicate_swap,false_support_removed_rate_among_classifier_false_support,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,predicate_swap,gold_NOT_ENTITLED_count,60.0,0.0,3,60.000 +/- 0.000
0.4,conservative_balanced_router,predicate_swap,gold_REFUTE_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,predicate_swap,gold_SUPPORT_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,predicate_swap,macro_f1_delta,0.0009495323553149934,0.0016446382828361123,3,0.001 +/- 0.002
0.4,conservative_balanced_router,predicate_swap,n_examples,60.0,0.0,3,60.000 +/- 0.000
0.4,conservative_balanced_router,predicate_swap,pairwise_applicable_count,60.0,0.0,3,60.000 +/- 0.000
0.4,conservative_balanced_router,predicate_swap,pre_router_candidate_gate_fail_count,0.3333333333333333,0.5773502691896257,3,0.333 +/- 0.577
0.4,conservative_balanced_router,predicate_swap,pre_router_candidate_gate_fail_rate,0.16666666666666666,0.28867513459481287,3,0.167 +/- 0.289
0.4,conservative_balanced_router,predicate_swap,raw_classifier_pairwise_success_count,58.666666666666664,1.1547005383792515,3,58.667 +/- 1.155
0.4,conservative_balanced_router,predicate_swap,raw_classifier_pairwise_success_rate,0.9777777777777779,0.01924500897298752,3,0.978 +/- 0.019
0.4,conservative_balanced_router,predicate_swap,refute_precision_gain,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,predicate_swap,refute_precision_post_router,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,predicate_swap,refute_precision_pre_router,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,predicate_swap,refute_recall_drop,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,predicate_swap,refute_recall_post_router,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,predicate_swap,refute_recall_pre_router,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,predicate_swap,routed_REFUTE_count,0.0,0.0,3,0.000 +/- 0.000
0.4,conservative_balanced_router,predicate_swap,routed_SUPPORT_count,0.6666666666666666,0.5773502691896257,3,0.667 +/- 0.577
0.4,conservative_balanced_router,predicate_swap,routed_accuracy,0.9888888888888889,0.009622504486493792,3,0.989 +/- 0.010
0.4,conservative_balanced_router,predicate_swap,routed_entitled_count,0.6666666666666666,0.5773502691896257,3,0.667 +/- 0.577
0.4,conservative_balanced_router,predicate_swap,routed_macro_f1,0.3314659197012138,0.001617227644788862,3,0.331 +/- 0.002
0.4,conservative_balanced_router,predicate_swap,router_pairwise_success_count,59.0,1.0,3,59.000 +/- 1.000
