seed,scope,intervention_type,n,pearson_mean_abs_off_diagonal,pearson_max_abs_off_diagonal,spearman_mean_abs_off_diagonal,spearman_max_abs_off_diagonal,pearson_frame_prob__predicate_coverage_prob,pearson_frame_prob__sufficiency_prob,pearson_frame_prob__entitlement_prob,pearson_frame_prob__polarity_margin,pearson_predicate_coverage_prob__sufficiency_prob,pearson_predicate_coverage_prob__entitlement_prob,pearson_predicate_coverage_prob__polarity_margin,pearson_sufficiency_prob__entitlement_prob,pearson_sufficiency_prob__polarity_margin,pearson_entitlement_prob__polarity_margin,spearman_frame_prob__predicate_coverage_prob,spearman_frame_prob__sufficiency_prob,spearman_frame_prob__entitlement_prob,spearman_frame_prob__polarity_margin,spearman_predicate_coverage_prob__sufficiency_prob,spearman_predicate_coverage_prob__entitlement_prob,spearman_predicate_coverage_prob__polarity_margin,spearman_sufficiency_prob__entitlement_prob,spearman_sufficiency_prob__polarity_margin,spearman_entitlement_prob__polarity_margin
3,global,__ALL__,780,0.34985594364789596,0.5894657042613826,0.3929116465239137,0.7836605847578773,0.5631041048366688,-0.16583032383394197,0.5894657042613826,-0.3807168373681566,-0.062193965676388144,0.5440211220776164,-0.28253338540704354,0.37191448943533223,0.5194023808666344,-0.019377122715794868,0.5677567073634591,-0.5234780647739918,0.5629293883176615,-0.2202231405073619,-0.42875707255922985,0.7836605847578773,0.0028579298804863886,-0.18662005808233034,0.40806628818022117,0.24476723081651755
3,within_intervention,entity_swap,60,0.4621163460414869,0.9950316196438103,0.29506310871753694,0.9305918310641845,0.22486302588082374,-0.5930492808337507,0.9950316196438103,0.49192608312083563,-0.24327703752069152,0.25048103779350367,0.11617980096564454,-0.6360853978610462,-0.5619259605455027,0.5083442162492603,0.5826062795220894,0.044179552373704724,0.9305918310641845,-0.060516810225062515,-0.26582753305612145,0.8117810502917477,-0.07735482078355099,-0.06996485086603049,-0.045679990001490915,-0.0621283689913865
3,within_intervention,event_swap,60,0.9157534873210065,0.9968453127211665,0.3309085857182551,0.9805501528202278,0.985838395697212,-0.9759412094355235,0.9790126448423475,0.8155586957853481,-0.9919249303507607,0.9931889456108874,0.8145895825129701,-0.9968453127211665,-0.7996296780433548,0.8050054782104935,0.24034454015004167,-0.044345651569880525,0.9805501528202278,0.39694359544317864,-0.5416504584606835,0.38427340928035564,0.11097527090858572,-0.10108363434287303,-0.13131425395943316,0.37760489024729094
3,within_intervention,evidence_deletion,60,0.635389437192253,0.9999923358506524,0.6886190608502362,0.9997777160322312,0.3834578447291644,0.5289940709990546,0.5322388712289129,-0.6278826514076766,0.5143964690779346,0.5154330480435796,-0.48141411639705217,0.9999923358506524,-0.8846840236973236,-0.8854009404911797,0.349319255348708,0.7005279244234509,0.7034731869963878,-0.6196721311475409,0.5874965268130036,0.5860516810225063,-0.5238121700472353,0.9997777160322312,-0.9078632953598221,-0.9081967213114754
3,within_intervention,evidence_truncation,60,0.37336039016400574,0.9999998198485561,0.5584940261183662,0.9975548763545429,0.282797420255261,-0.18776243323840136,-0.18732728155422065,0.02299806353893263,-0.16606029484972035,-0.16579766156107895,0.03452863808314132,0.9999998198485561,-0.8430876964601238,-0.843244592250621,0.41767157543762157,0.5582661850514031,0.5769936093359267,-0.3188107807724368,0.5652125590441789,0.5769936093359267,-0.23834398444012225,0.9975548763545429,-0.6766323978883023,-0.6584606835232009
3,within_intervention,irrelevant_evidence,60,0.3018931482621175,0.6659209056975509,0.33634898582939704,0.7014170602945262,-0.18867892494378521,-0.6659209056975509,-0.0013751246105851399,-0.26777788524537366,0.19590012552778321,0.6558596965464759,0.21787032373957294,0.6004182511690754,0.15852272689677144,0.06660751824420083,-0.19677688246735203,-0.7014170602945262,-0.06435120866907475,-0.2520700194498472,0.2063350930814115,0.5906085023617672,0.3541539316476799,0.5966101694915255,0.20305640455682133,0.198110586273965
3,within_intervention,location_swap,60,0.37396873836783995,0.9991366787677374,0.6150708530147263,0.9496526813003612,-0.027065751873109715,-0.6001971342462149,0.9991366787677374,0.26662788324503034,-0.3531256149764897,0.011056525832677152,0.13043815457068927,-0.6124788884522879,-0.4674985845796998,0.27206216713446324,0.3773826062795221,-0.8744095582106141,0.9496526813003612,0.5180327868852459,-0.5779938871908864,0.4596276743539872,0.29046957488191166,-0.9403167546540706,-0.6132258960822451,0.549597110308419
3,within_intervention,none,60,0.6269107550347112,0.9635141089265167,0.528743730460419,0.9822728535704363,0.8005369568352745,-0.7380606918986058,0.9635141089265167,-0.3579114659165131,-0.5167036933900648,0.9311939538340159,-0.14938229602738964,-0.6642543803203881,0.8828524039808653,-0.26469759921747793,0.33268036513859534,-0.7109752709085857,0.9822728535704363,-0.33225896082245066,-0.6448825352461087,0.2902513233306412,-0.4693591186771196,-0.6068908030008335,0.6764101139205335,-0.2414559599888858
3,within_intervention,paraphrase,60,0.5781649121659853,0.9543223536160365,0.4461708505879806,0.9780494581828285,0.6447124637326417,-0.6730331447456668,0.9543223536160365,-0.2429532716206895,-0.5425380243176908,0.842497473995806,-0.1594910981386826,-0.6628707384980241,0.8550738577761665,-0.20415669521844787,0.424568276899502,-0.5013614893025841,0.9780494581828285,-0.1467629897193665,-0.6046207922338457,0.4033676489365229,-0.34568415791274243,-0.3758821894970825,0.6758544040011114,0.005557099194220617
3,within_intervention,polarity_flip,60,0.3202491505436671,0.9942903339107204,0.35413726035009724,0.982772992497916,-0.1534516097204946,-0.1259002443060475,0.9942903339107204,0.038815921087975803,-0.3108300705661678,-0.1534606384857232,-0.28659368189928375,-0.025212998987215723,0.9741080701131318,0.13982793635991056,-0.13448180050013891,-0.46173937204779103,0.982772992497916,-0.09241455959988885,-0.35348707974437343,-0.12331203111975549,-0.3071408724645735,-0.3523200889135871,0.7188107807724368,0.014893025840511253
